customer_id,age,customer_tenure_years,annual_income,average_account_balance,monthly_spending,transaction_count,average_transaction_amount,recency_days,debit_ratio,credit_ratio,digital_usage_score,mobile_app_login_frequency,digital_transaction_ratio,products_held,engagement_score,spending_trend
C000224,47,7.4,51107,196277,2099.62,23,100.0,7.6,0.827,0.173,0.704,17.0,0.491,1,0.558,-0.002
C000225,44,10.0,60914,97395,1766.66,7,289.24,180.0,0.574,0.426,0.0,3.0,0.181,1,0.211,-0.212
C000226,41,4.7,267141,540511,18710.32,65,402.11,16.2,0.745,0.255,1.0,16.0,0.889,6,0.555,-0.007
C000227,48,7.8,64163,122683,3156.05,26,126.1,3.9,0.889,0.111,0.213,9.0,0.271,1,0.393,-0.032
C000228,51,13.3,102819,791235,5030.1,32,193.86,4.0,0.679,0.321,0.486,9.0,0.279,1,0.602,0.222
C000229,28,7.0,62909,141246,1645.67,32,100.0,0.8,0.701,0.299,0.888,11.0,0.667,1,0.657,0.119
C000230,46,7.3,51938,327668,2562.01,27,111.99,17.6,0.565,0.435,0.568,17.0,0.624,1,0.396,0.013
C000231,40,18.0,106868,171692,4547.56,61,100.0,3.9,0.884,0.116,1.0,21.0,0.663,2,0.727,0.092
C000232,61,11.6,49128,153597,1874.32,7,306.54,29.0,0.94,0.06,0.035,9.0,0.236,3,0.431,0.093
C000233,22,10.1,102328,115451,3061.53,12,229.25,68.6,0.76,0.24,0.439,5.0,0.339,1,0.291,-0.193
C000234,30,6.1,54766,123997,1000.0,9,111.05,82.3,0.894,0.106,0.134,3.0,0.135,2,0.111,-0.25
C000235,37,1.7,50331,206292,1967.75,23,109.79,2.3,0.604,0.396,0.561,5.0,0.592,1,0.657,-0.212
C000236,44,12.1,218432,1034023,6163.0,59,105.46,0.5,0.777,0.223,0.765,17.0,0.673,4,0.719,-0.108
C000237,38,7.9,77273,221049,2770.49,37,100.0,15.8,0.728,0.272,0.576,15.0,0.481,2,0.54,0.127
C000238,41,15.4,100112,327066,5017.32,47,112.96,4.5,0.703,0.297,0.281,1.0,0.407,1,0.612,0.185
C000239,27,9.1,205657,342179,10196.44,60,195.84,42.1,0.842,0.158,0.859,19.0,0.655,5,0.783,0.091
C000240,51,9.3,100786,411334,4271.08,51,100.0,10.9,0.678,0.322,0.714,10.0,0.504,3,0.555,-0.162
C000241,44,14.0,48890,208159,2094.32,24,100.0,21.6,0.719,0.281,0.739,13.0,0.692,1,0.493,0.115
C000242,24,14.7,54925,106174,2053.72,30,100.0,13.8,0.893,0.107,0.81,21.0,0.554,1,0.485,0.13
C000243,21,8.2,50224,252454,1774.35,22,100.0,2.9,0.84,0.16,0.453,5.0,0.479,2,0.561,-0.035
C000244,37,1.0,76263,568098,3057.51,37,100.0,1.5,0.881,0.119,0.57,17.0,0.524,3,0.573,0.089
C000245,26,3.3,100600,276139,4921.21,43,128.24,21.3,0.776,0.224,0.785,19.0,0.568,4,0.413,0.028
C000246,25,5.1,72872,127928,1000.0,38,100.0,14.6,0.77,0.23,0.278,3.0,0.14,2,0.409,0.181
C000247,31,3.7,63105,183444,2048.79,26,100.0,83.6,0.793,0.207,0.443,7.0,0.255,2,0.357,-0.221
C000248,58,8.7,68781,82239,3158.35,42,100.0,12.8,0.541,0.459,0.693,11.0,0.702,2,0.66,0.271
C000249,43,10.7,175594,1450268,10438.83,61,141.81,6.1,0.551,0.449,0.701,3.0,0.537,4,0.669,0.036
C000250,34,2.0,112125,361185,4224.24,55,100.0,6.8,0.909,0.091,0.785,16.0,0.72,3,0.711,0.047
C000251,48,7.0,105858,246168,3411.21,37,103.44,9.7,0.72,0.28,0.548,12.0,0.729,2,0.66,0.2
C000252,41,5.3,106531,161141,4256.32,38,141.99,10.8,0.928,0.072,0.711,14.0,0.837,4,0.671,-0.101
C000253,49,5.8,174203,661519,7938.6,63,114.06,3.2,0.694,0.306,0.961,16.0,0.757,4,0.817,0.096
C000254,36,2.2,54052,104773,2652.86,39,100.0,9.8,0.776,0.224,0.411,9.0,0.611,2,0.377,0.237
C000255,38,12.6,80917,701397,4112.94,41,100.0,17.4,0.72,0.28,0.438,14.0,0.276,3,0.589,-0.085
C000256,38,7.3,72173,253546,3098.47,37,100.0,7.7,0.724,0.276,0.606,12.0,0.36,4,0.581,-0.112
C000257,41,2.0,39965,160999,2729.85,41,100.0,6.5,0.535,0.465,0.475,3.0,0.559,4,0.589,-0.044
C000258,44,3.6,54436,440246,1000.0,6,172.95,156.3,0.881,0.119,0.369,15.0,0.359,2,0.099,-0.275
C000259,36,1.6,116831,286694,6093.54,58,106.87,8.9,0.684,0.316,0.482,5.0,0.56,3,0.636,0.0
C000260,51,7.4,219967,261410,14439.19,61,255.81,11.7,0.861,0.139,0.754,17.0,0.543,5,0.64,0.121
C000261,46,9.9,43434,103912,1000.0,24,100.0,14.3,0.813,0.187,0.846,15.0,0.687,1,0.528,0.16
C000262,58,12.1,60144,154656,1000.0,22,100.0,17.4,0.741,0.259,1.0,17.0,0.808,1,0.41,0.009
C000263,46,6.2,98166,224427,3103.74,26,107.21,3.9,0.873,0.127,0.282,6.0,0.309,2,0.493,0.048
C000264,21,2.3,194908,484059,7168.25,60,174.23,5.8,0.669,0.331,0.964,15.0,0.833,3,0.674,-0.138
C000265,44,9.3,236533,1042669,10583.95,60,195.45,8.9,0.873,0.127,0.744,13.0,0.392,5,0.591,0.173
C000266,42,3.2,52819,176128,2161.85,43,100.0,5.2,0.526,0.474,0.227,4.0,0.309,1,0.435,0.154
C000267,51,5.4,55130,286658,2125.95,28,100.0,17.1,0.626,0.374,0.924,14.0,0.651,1,0.581,0.172
C000268,42,5.6,94710,247041,5191.55,45,108.21,23.2,0.767,0.233,0.428,6.0,0.523,1,0.321,0.006
C000269,51,2.3,78647,731018,1516.08,34,100.0,6.2,0.838,0.162,0.633,15.0,0.684,5,0.595,-0.12
C000270,62,7.8,66469,299552,1000.0,45,100.0,9.1,0.663,0.337,0.705,9.0,0.771,3,0.646,0.092
C000271,35,7.2,84156,133199,3991.15,39,100.0,13.2,0.724,0.276,0.563,8.0,0.467,3,0.482,0.068
C000272,21,11.5,190868,958738,9069.58,57,120.87,45.8,0.765,0.235,1.0,15.0,0.981,6,0.746,0.062
C000273,53,2.7,43800,119458,2039.3,22,100.0,31.0,0.713,0.287,0.35,5.0,0.249,1,0.382,-0.162
C000274,34,9.7,132224,492902,5715.09,52,100.0,22.9,0.663,0.337,1.0,19.0,0.846,3,0.766,0.266
C000275,31,2.9,107322,337252,5405.09,43,190.2,33.6,0.561,0.439,0.544,14.0,0.362,3,0.335,-0.091
C000276,39,4.9,70270,63023,2982.77,37,100.0,5.0,0.598,0.402,0.686,13.0,0.531,2,0.619,-0.012
C000277,34,13.6,132749,970997,7618.29,45,163.65,9.2,0.752,0.248,0.832,19.0,0.705,4,0.631,0.158
C000278,51,6.1,57584,342684,2380.09,40,100.0,16.0,0.749,0.251,0.771,11.0,0.626,1,0.525,0.079
C000279,39,8.1,129717,229701,5412.59,60,119.24,5.2,0.882,0.118,0.607,14.0,0.695,3,0.64,0.202
C000280,40,4.6,32677,197010,1153.31,31,100.0,10.3,0.754,0.246,0.743,16.0,0.687,1,0.459,0.06
C000281,42,5.2,66441,521317,3494.64,43,112.18,4.6,0.723,0.277,0.427,14.0,0.413,2,0.526,0.02
C000282,51,8.5,165444,1843674,8285.66,50,178.06,19.1,0.771,0.229,0.761,12.0,0.632,3,0.674,0.1
C000283,33,15.2,234680,2385472,14235.34,52,194.39,2.1,0.623,0.377,0.958,20.0,0.589,2,0.588,-0.0
C000284,28,5.6,43190,49282,1114.93,18,100.0,8.6,0.664,0.336,0.401,14.0,0.216,3,0.586,-0.126
C000285,45,6.4,194598,348116,9910.28,58,113.16,9.9,0.642,0.358,0.954,14.0,0.777,5,0.724,0.135
C000286,39,0.9,161655,1058929,10931.85,66,204.27,3.9,0.851,0.149,0.768,16.0,0.512,5,0.799,0.269
C000287,25,2.8,162327,687854,8381.48,61,128.87,32.8,0.624,0.376,0.351,3.0,0.452,3,0.567,-0.133
C000288,49,6.0,47576,40551,1169.08,20,100.0,11.9,0.775,0.225,0.778,16.0,0.555,2,0.418,-0.093
C000289,57,12.7,45945,122268,1094.55,9,121.46,90.4,0.779,0.221,0.155,3.0,0.151,1,0.233,-0.176
C000290,35,5.3,38718,97110,1064.43,21,100.0,8.5,0.723,0.277,0.689,14.0,0.637,1,0.642,-0.123
C000291,50,14.2,91756,65115,3439.85,27,143.31,4.9,0.654,0.346,0.328,7.0,0.595,1,0.603,0.127
C000292,32,2.4,131117,864363,5193.87,45,100.44,20.0,0.64,0.36,0.586,7.0,0.336,3,0.572,0.287
C000293,46,9.0,132577,623671,5947.3,57,135.43,15.7,0.677,0.323,0.642,15.0,0.664,3,0.552,0.271
C000294,28,5.6,152674,519096,6842.85,32,161.77,3.2,0.67,0.33,0.618,4.0,0.519,2,0.596,0.071
C000295,53,5.9,87816,322403,1986.18,29,100.0,3.4,0.585,0.415,0.338,1.0,0.24,2,0.636,0.157
C000296,43,7.3,295075,681928,20092.21,59,313.08,13.9,0.66,0.34,0.844,16.0,0.79,4,0.677,0.148
C000297,35,4.6,130016,901024,7620.19,60,115.48,3.1,0.754,0.246,0.931,19.0,0.692,3,0.597,-0.234
C000298,48,12.2,63348,267476,1000.0,9,162.77,177.8,0.594,0.406,0.379,11.0,0.454,2,0.559,-0.124
C000299,31,8.1,69199,45830,3681.12,53,100.0,8.4,0.579,0.421,0.65,11.0,0.501,2,0.65,0.103
C000300,52,3.6,66427,149692,1760.27,44,100.0,6.2,0.813,0.187,0.408,14.0,0.369,1,0.508,0.124
C000301,49,6.9,58159,471022,1779.5,24,100.0,5.8,0.72,0.28,0.676,9.0,0.853,1,0.639,0.116
C000302,41,11.2,53102,265212,2174.12,39,100.0,1.9,0.62,0.38,0.544,5.0,0.6,2,0.611,0.02
C000303,30,3.1,69120,154671,2167.43,38,100.0,12.5,0.554,0.446,0.697,2.0,0.515,2,0.713,-0.114
C000304,39,15.3,63718,82249,4038.28,45,108.28,11.6,0.706,0.294,0.561,7.0,0.278,2,0.475,0.035
C000305,53,7.0,92858,160146,3182.75,8,384.76,73.4,0.752,0.248,0.261,7.0,0.426,2,0.21,-0.077
C000306,30,4.6,63372,115599,3787.98,29,100.0,19.1,0.781,0.219,0.553,9.0,0.486,3,0.52,0.235
C000307,42,4.0,123780,645509,4780.73,67,100.0,10.0,0.573,0.427,0.682,13.0,0.605,5,0.599,0.112
C000308,39,5.9,78246,210497,1000.0,7,131.47,30.1,0.513,0.487,0.213,0.0,0.229,1,0.366,-0.249
C000309,46,11.2,85258,1090142,3001.99,6,408.86,180.0,0.886,0.114,0.08,0.0,0.343,1,0.264,-0.188
C000310,55,4.8,34473,169453,1000.0,7,150.78,163.1,0.58,0.42,0.066,6.0,0.321,1,0.139,-0.173
C000311,44,9.4,78027,554800,3322.13,44,100.0,10.5,0.862,0.138,0.496,13.0,0.381,3,0.503,0.003
C000312,25,2.4,179853,334420,7928.94,71,110.66,12.8,0.788,0.212,0.814,19.0,0.556,5,0.732,0.06
C000313,39,14.8,115701,368957,6888.82,55,107.89,8.3,0.834,0.166,0.738,18.0,0.674,5,0.591,0.253
C000314,31,10.3,92145,411782,2707.13,42,100.0,10.2,0.691,0.309,0.768,12.0,0.677,5,0.546,-0.022
C000315,34,4.0,55239,169012,1000.0,22,100.0,4.0,0.806,0.194,0.627,9.0,0.535,1,0.672,0.073
C000316,29,2.6,66886,213444,2472.12,29,100.0,11.2,0.697,0.303,0.554,8.0,0.102,2,0.492,0.104
C000317,53,1.9,73915,151812,3052.09,52,100.0,12.6,0.796,0.204,0.665,14.0,0.552,2,0.568,0.016
C000318,27,4.6,77581,487601,3479.88,39,100.0,7.0,0.717,0.283,0.54,8.0,0.415,2,0.477,0.081
C000319,55,10.8,68034,172761,1948.59,27,100.0,1.8,0.688,0.312,0.662,17.0,0.461,1,0.508,0.101
C000320,40,7.0,56856,655807,1581.51,31,100.0,4.7,0.594,0.406,0.184,9.0,0.448,3,0.551,-0.05
C000321,65,11.0,40192,235338,1166.65,12,126.37,57.5,0.694,0.306,0.294,8.0,0.266,1,0.496,-0.034
C000322,39,9.5,71276,425309,4071.32,42,129.61,9.2,0.637,0.363,0.494,2.0,0.525,3,0.56,-0.082
C000323,24,3.3,69684,360457,2309.6,28,100.0,8.9,0.605,0.395,0.363,6.0,0.18,3,0.624,-0.099
C000324,48,14.6,160966,488851,8518.05,54,190.05,10.1,0.866,0.134,0.51,15.0,0.181,4,0.39,-0.056
C000325,47,4.2,97679,261476,4280.52,57,100.0,6.9,0.802,0.198,0.854,19.0,0.583,3,0.67,-0.225
C000326,37,5.2,108577,577253,3002.25,51,106.61,15.3,0.726,0.274,0.668,6.0,0.811,3,0.503,0.07
C000327,33,3.2,81438,295778,3374.87,38,100.0,5.2,0.542,0.458,0.656,7.0,0.487,4,0.627,0.047
C000328,37,10.6,74123,254607,2735.22,37,100.0,4.9,0.736,0.264,0.608,6.0,0.582,2,0.517,0.129
C000329,30,8.1,51030,98779,1758.65,29,100.0,3.5,0.605,0.395,0.609,5.0,0.417,2,0.662,0.02
C000330,56,4.6,104036,285719,3124.74,23,172.84,13.8,0.83,0.17,1.0,12.0,0.771,1,0.677,0.16
C000331,48,8.0,54942,102698,1719.86,24,104.12,5.7,0.575,0.425,0.635,13.0,0.594,1,0.317,0.054
C000332,41,9.8,87496,197394,2847.43,11,242.52,101.1,0.576,0.424,0.48,5.0,0.39,2,0.343,-0.044
C000333,21,6.7,90651,799883,2171.01,35,100.0,5.7,0.823,0.177,0.82,16.0,0.73,4,0.725,0.009
C000334,48,3.2,46331,290143,1670.74,28,100.37,26.0,0.733,0.267,0.628,9.0,0.476,1,0.487,0.009
C000335,34,5.0,61402,1326964,2163.75,15,206.07,23.3,0.485,0.515,0.202,8.0,0.178,2,0.411,-0.188
C000336,21,16.2,64046,298063,2450.26,34,100.0,5.7,0.751,0.249,0.855,15.0,0.726,2,0.574,-0.169
C000337,49,12.7,94250,394512,4913.56,42,105.85,4.7,0.8,0.2,0.214,4.0,0.059,1,0.458,0.011
C000338,59,4.3,151905,344098,6082.56,50,113.23,5.4,0.563,0.437,0.708,15.0,0.416,5,0.837,0.207
C000339,33,4.9,111365,278822,5510.82,34,152.8,3.9,0.767,0.233,0.787,14.0,0.502,2,0.54,0.112
C000340,45,10.2,49335,615738,1000.0,9,100.0,27.6,0.802,0.198,0.469,5.0,0.398,1,0.425,0.05
C000341,44,6.5,81499,319755,4413.72,29,206.85,4.9,0.742,0.258,0.581,7.0,0.28,1,0.52,0.085
C000342,45,17.9,297600,621439,16693.14,42,337.46,20.5,0.706,0.294,0.62,14.0,0.337,7,0.471,-0.068
C000343,41,3.4,90560,438741,2304.9,37,100.0,8.2,0.774,0.226,0.523,11.0,0.563,4,0.616,-0.102
C000344,33,11.6,52521,110536,1340.03,37,100.0,9.9,0.697,0.303,0.708,20.0,0.439,2,0.372,-0.163
C000345,42,4.9,105540,504825,6374.52,36,216.14,14.2,0.786,0.214,0.286,5.0,0.115,4,0.302,0.212
C000346,32,10.8,48782,146812,1138.86,30,100.0,9.9,0.768,0.232,0.899,17.0,0.842,5,0.506,-0.066
C000347,58,14.1,176141,426293,6790.68,70,100.0,5.3,0.875,0.125,0.622,14.0,0.629,4,0.466,0.085
C000348,53,7.2,79338,139796,2210.27,42,100.0,9.1,0.651,0.349,0.738,13.0,0.588,2,0.499,0.001
C000349,21,4.2,72313,258560,2453.07,10,199.0,22.8,0.751,0.249,0.381,7.0,0.221,3,0.387,-0.178
C000350,23,4.1,46770,59647,1228.6,24,100.0,4.8,0.726,0.274,0.572,12.0,0.447,1,0.398,-0.05
C000351,26,2.6,121497,240301,3989.78,30,100.0,5.8,0.57,0.43,0.565,12.0,0.437,1,0.563,0.218
C000352,43,18.0,70127,334299,2108.43,28,100.0,4.5,0.824,0.176,0.491,7.0,0.519,4,0.435,-0.071
C000353,39,7.9,268151,1684413,15198.27,61,291.41,17.1,0.809,0.191,0.769,15.0,0.557,3,0.75,-0.104
C000354,56,1.4,55333,97196,2477.03,15,188.21,61.5,0.444,0.556,0.0,6.0,0.274,2,0.329,-0.093
C000355,30,3.4,75178,253921,3454.15,18,152.44,48.5,0.587,0.413,0.713,17.0,0.628,1,0.478,-0.319
C000356,28,2.7,407820,2872893,19189.92,55,444.25,5.6,0.616,0.384,1.0,9.0,0.489,5,0.701,0.193
C000357,51,8.4,97413,521192,6065.56,43,203.76,7.3,0.688,0.312,0.461,10.0,0.145,3,0.676,-0.038
C000358,57,7.6,74743,867753,3113.38,22,100.0,38.0,0.658,0.342,0.715,10.0,0.31,1,0.524,-0.084
C000359,45,7.2,50094,86614,2045.45,30,117.87,11.4,0.544,0.456,0.776,13.0,0.435,2,0.589,-0.139
C000360,43,7.7,46807,333464,1410.49,36,100.0,6.2,0.595,0.405,0.839,13.0,0.813,1,0.574,-0.212
C000361,38,2.3,46132,53923,1252.48,29,100.0,16.3,0.563,0.437,0.753,3.0,0.676,1,0.529,-0.133
C000362,40,10.4,307191,1003277,14307.7,56,364.94,20.3,0.78,0.22,0.623,21.0,0.566,6,0.616,0.007
C000363,39,6.4,71704,447652,3363.87,38,100.0,5.1,0.833,0.167,0.52,10.0,0.68,2,0.738,0.191
C000364,21,9.9,72302,409560,1109.68,43,100.0,25.5,0.716,0.284,0.505,9.0,0.617,1,0.519,0.064
C000365,40,7.9,62467,770011,1161.34,31,100.0,25.5,0.482,0.518,0.683,9.0,0.598,1,0.507,-0.086
C000366,38,12.7,49229,161670,2849.4,43,100.0,16.2,0.818,0.182,0.508,8.0,0.292,6,0.609,-0.003
C000367,56,13.5,62929,352114,1891.19,26,100.0,15.5,0.801,0.199,0.933,11.0,0.823,1,0.628,0.159
C000368,50,10.4,84681,236205,3654.73,43,100.0,1.3,0.745,0.255,0.585,6.0,0.515,2,0.622,-0.078
C000369,44,5.4,57139,253782,2288.39,28,100.0,14.2,0.592,0.408,0.775,21.0,0.617,1,0.387,-0.058
C000370,33,8.6,253454,2100543,15101.54,52,319.87,16.2,0.605,0.395,0.625,11.0,0.571,5,0.451,0.008
C000371,28,9.2,169882,510580,7114.96,55,188.1,4.4,0.818,0.182,0.543,11.0,0.299,2,0.841,0.11
C000372,36,10.7,60015,355307,2764.87,22,100.0,122.2,0.792,0.208,0.401,8.0,0.564,2,0.438,-0.058
C000373,49,11.0,83373,362239,3320.72,35,100.0,21.8,0.644,0.356,0.231,3.0,0.276,2,0.515,0.333
C000374,47,3.0,197090,930363,8370.35,55,132.27,6.8,0.743,0.257,0.771,16.0,0.73,4,0.676,0.07
C000375,59,18.0,99366,673658,2634.77,60,100.0,1.7,0.689,0.311,0.629,16.0,0.604,1,0.501,-0.207
C000376,35,18.0,39336,146319,1116.46,22,100.0,8.0,0.917,0.083,0.79,7.0,0.731,2,0.59,-0.056
C000377,50,4.1,37823,123999,1275.96,33,100.0,7.6,0.772,0.228,0.806,13.0,0.545,2,0.692,0.073
C000378,21,9.6,54109,97385,1141.83,21,100.0,3.3,0.908,0.092,0.459,1.0,0.473,1,0.596,-0.063
C000379,38,8.1,82790,228504,3367.39,26,100.0,6.0,0.635,0.365,0.607,7.0,0.283,4,0.449,-0.106
C000380,37,4.3,73404,82127,2539.53,41,100.0,6.6,0.737,0.263,0.573,8.0,0.434,3,0.419,0.069
C000381,39,4.6,216522,385158,12748.37,78,178.6,23.5,0.94,0.06,0.965,13.0,0.641,6,0.72,0.006
C000382,61,3.3,68795,252112,2323.98,44,100.0,13.0,0.433,0.567,0.526,10.0,0.597,3,0.621,-0.087
C000383,29,2.3,138803,677903,7121.63,54,132.47,10.1,0.906,0.094,0.99,14.0,0.92,4,0.59,-0.073
C000384,30,8.9,68319,102070,1733.09,4,518.92,50.8,0.582,0.418,0.17,6.0,0.258,1,0.398,-0.11
C000385,49,5.0,69239,83754,2561.13,31,100.0,2.5,0.932,0.068,0.846,24.0,0.707,2,0.574,0.041
C000386,33,12.5,150072,528363,6866.88,54,149.2,0.3,0.767,0.233,0.665,14.0,0.57,3,0.577,0.078
C000387,33,1.6,63531,444538,2030.88,17,126.43,23.2,0.778,0.222,0.194,5.0,0.302,1,0.419,-0.105
C000388,43,5.1,132567,346023,5669.11,45,117.13,5.4,0.584,0.416,0.482,10.0,0.415,7,0.732,-0.322
C000389,48,2.9,45917,229901,1000.0,5,149.4,41.9,0.462,0.538,0.626,15.0,0.808,1,0.188,-0.086
C000390,34,6.2,107161,520319,3961.06,36,137.57,7.2,0.808,0.192,0.873,10.0,0.734,2,0.511,-0.153
C000391,22,11.1,107845,261751,4998.84,54,100.0,5.5,0.911,0.089,0.72,12.0,0.541,2,0.396,0.101
C000392,40,9.1,73723,191839,2525.32,40,100.0,5.7,0.515,0.485,0.506,13.0,0.351,1,0.604,0.105
C000393,29,11.1,99539,952075,4966.58,54,100.0,12.9,0.796,0.204,0.902,18.0,1.0,2,0.642,0.198
C000394,30,2.0,130522,719623,6807.93,57,167.42,7.2,0.676,0.324,0.573,17.0,0.609,3,0.532,-0.103
C000395,39,7.7,39083,350478,1389.35,39,100.0,5.8,0.885,0.115,0.815,17.0,0.703,2,0.677,-0.024
C000396,53,1.8,74430,176988,2298.05,22,137.78,40.9,0.625,0.375,0.187,8.0,0.109,2,0.418,-0.024
C000397,36,7.8,251929,2015877,11848.16,77,177.73,13.0,0.608,0.392,0.72,6.0,0.707,4,0.719,-0.276
C000398,29,8.7,86835,1181414,4926.92,39,116.17,16.4,0.717,0.283,0.583,16.0,0.75,2,0.453,0.17
C000399,37,6.7,107062,329953,5882.21,38,141.75,0.9,0.715,0.285,0.758,14.0,0.647,3,0.53,0.04
C000400,42,5.1,207489,1546275,13416.93,59,227.28,13.7,0.584,0.416,0.834,18.0,0.646,3,0.595,0.1
C000401,39,3.0,61951,159517,2335.36,47,100.0,16.5,0.532,0.468,0.658,7.0,0.507,1,0.422,-0.084
C000402,21,6.0,43610,184924,2638.72,28,100.0,6.5,0.784,0.216,0.902,20.0,0.543,1,0.584,0.179
C000403,29,4.0,130523,295872,5309.42,44,100.0,0.7,0.857,0.143,0.502,3.0,0.567,4,0.551,-0.034
C000404,51,11.7,86499,521089,3160.84,46,100.0,9.3,0.838,0.162,0.628,8.0,0.761,2,0.6,-0.045
C000405,32,3.1,69597,597063,3499.96,45,100.0,6.0,0.725,0.275,0.536,8.0,0.478,4,0.595,0.303
C000406,29,2.9,31260,142481,1000.0,26,100.0,4.1,0.764,0.236,0.675,19.0,0.474,3,0.59,-0.182
C000407,50,2.8,103676,373042,4988.7,36,186.97,19.5,0.757,0.243,0.684,10.0,0.782,1,0.512,-0.001
C000408,49,12.7,93707,297660,2918.86,37,157.63,4.6,0.841,0.159,0.401,14.0,0.478,2,0.521,0.092
C000409,31,1.6,64168,435850,2219.63,37,100.0,9.0,0.75,0.25,0.736,17.0,0.485,2,0.528,-0.082
C000410,28,3.6,81339,490329,2338.7,43,100.0,4.4,0.688,0.312,0.329,5.0,0.165,3,0.578,0.216
C000411,27,2.4,45612,405767,1000.0,6,227.37,180.0,0.544,0.456,0.154,2.0,0.104,1,0.278,-0.067
C000412,32,10.4,93516,824157,2911.27,43,100.0,9.0,0.939,0.061,0.832,13.0,0.652,2,0.841,-0.192
C000413,51,6.2,120881,1642671,5162.1,17,276.13,30.4,0.858,0.142,0.558,14.0,0.517,1,0.432,0.006
C000414,47,2.1,163638,599065,10157.54,38,236.91,15.0,0.844,0.156,0.664,6.0,0.366,3,0.682,0.225
C000415,50,4.4,77491,1132152,2759.8,41,100.0,3.6,0.756,0.244,0.565,19.0,0.503,2,0.705,-0.123
C000416,58,3.1,372653,647208,20712.36,56,250.79,6.3,0.752,0.248,0.619,5.0,0.595,3,0.54,0.097
C000417,35,4.7,134789,354318,5025.0,58,100.0,8.3,0.821,0.179,0.768,17.0,0.591,4,0.635,0.115
C000418,36,13.5,44610,241460,1000.0,6,146.62,40.3,0.641,0.359,0.0,3.0,0.168,3,0.316,-0.305
C000419,43,2.0,56729,88559,1466.65,7,278.29,144.8,0.637,0.363,0.33,2.0,0.364,2,0.25,-0.139
C000420,53,1.7,66356,371080,1000.0,5,249.23,141.7,0.857,0.143,0.125,0.0,0.168,1,0.209,-0.122
C000421,43,3.1,84433,525398,3120.05,48,100.0,7.3,0.638,0.362,0.474,5.0,0.614,2,0.622,0.14
C000422,44,11.1,156237,382631,11467.67,55,156.67,19.6,0.698,0.302,0.835,13.0,0.759,2,0.662,0.093
C000423,28,1.3,120373,454519,4692.11,52,110.01,40.5,0.699,0.301,0.738,10.0,0.58,2,0.576,0.061
C000424,48,12.6,101496,435170,2725.44,19,180.08,69.8,0.484,0.516,0.204,3.0,0.123,4,0.361,-0.117
C000425,49,7.4,74237,169382,3030.98,19,256.69,30.0,0.576,0.424,0.497,2.0,0.488,3,0.47,-0.256
C000426,49,14.8,33771,85010,1000.0,31,100.0,6.6,0.741,0.259,0.891,10.0,0.818,1,0.598,-0.037
C000427,21,3.5,239159,1348562,12519.95,52,226.7,9.7,0.757,0.243,0.78,14.0,0.669,2,0.456,-0.095
C000428,29,4.5,49091,33888,1748.46,20,100.0,8.2,0.705,0.295,0.556,6.0,0.287,1,0.491,0.231
C000429,21,5.6,103130,111338,3789.81,35,107.11,11.7,0.78,0.22,0.443,14.0,0.162,3,0.596,0.084
C000430,43,10.6,77678,295383,3032.29,24,135.12,82.6,0.666,0.334,0.507,11.0,0.32,2,0.419,0.075
C000431,43,6.4,51902,469924,1618.07,27,100.0,5.9,0.736,0.264,0.566,11.0,0.506,2,0.566,0.223
C000432,45,4.3,74925,313492,4012.62,35,140.84,6.4,0.705,0.295,0.319,12.0,0.348,3,0.552,0.123
C000433,58,6.2,116710,372711,4875.67,47,126.61,0.8,0.631,0.369,0.374,9.0,0.437,3,0.496,0.195
C000434,47,1.6,47341,87494,1000.0,35,100.0,1.5,0.788,0.212,0.884,15.0,0.876,1,0.744,-0.023
C000435,47,3.3,61713,303138,1202.66,46,100.0,12.3,0.641,0.359,0.452,7.0,0.513,3,0.639,-0.019
C000436,36,9.2,57955,237431,2147.76,15,142.43,96.0,0.809,0.191,0.48,4.0,0.543,2,0.444,0.061
C000437,55,10.0,91022,154058,4412.13,37,100.0,4.7,0.655,0.345,0.618,9.0,0.549,1,0.52,0.084
C000438,32,3.9,55366,352478,1507.38,8,168.68,180.0,0.678,0.322,0.426,5.0,0.286,2,0.233,0.018
C000439,32,3.5,70071,357138,3984.3,41,100.0,6.4,0.726,0.274,0.464,1.0,0.365,1,0.576,-0.075
C000440,62,1.3,52957,205091,2730.88,45,100.0,10.2,0.667,0.333,0.751,14.0,0.5,4,0.564,0.157
C000441,47,8.0,77400,1086205,3524.67,50,100.0,55.9,0.739,0.261,0.736,13.0,0.556,2,0.578,0.059
C000442,41,10.5,48123,93286,1220.81,27,100.0,4.8,0.606,0.394,0.635,15.0,0.645,1,0.515,0.067
C000443,21,17.9,45619,91181,2299.27,41,100.0,13.1,0.669,0.331,0.57,11.0,0.591,4,0.55,0.248
C000444,40,7.3,182021,689343,9695.34,50,196.22,18.0,0.617,0.383,0.731,22.0,0.644,4,0.607,0.103
C000445,41,5.7,78642,972196,2385.0,50,100.0,12.1,0.801,0.199,0.388,9.0,0.212,4,0.546,0.179
C000446,44,1.0,134358,829386,6328.36,47,133.24,9.9,0.655,0.345,0.603,12.0,0.253,2,0.592,0.177
C000447,49,8.7,51515,207725,2338.88,50,100.0,2.1,0.697,0.303,0.748,11.0,0.732,1,0.734,0.112
C000448,39,7.4,66312,269799,3004.33,19,212.3,36.4,0.748,0.252,0.421,11.0,0.387,1,0.377,-0.086
