recommendation_id,customer_id,product_id,recommendation_date,suitability_score,accepted,converted
R000142_01,C000142,P007,2026-05-28,0.437,0,0
R000142_02,C000142,P003,2026-04-11,0.493,0,0
R000142_03,C000142,P007,2026-04-01,0.612,1,1
R000142_04,C000142,P006,2026-06-08,0.718,1,0
R000142_05,C000142,P003,2026-03-16,0.509,1,0
R000143_01,C000143,P007,2026-05-08,0.364,0,0
R000143_02,C000143,P001,2026-05-30,0.303,0,0
R000143_03,C000143,P002,2026-07-19,0.249,0,0
R000143_04,C000143,P002,2026-07-23,0.114,0,0
R000144_01,C000144,P003,2026-03-21,0.355,0,0
R000144_02,C000144,P008,2026-05-14,0.475,0,0
R000144_03,C000144,P001,2026-07-08,0.398,0,0
R000144_04,C000144,P004,2026-03-02,0.469,0,0
R000145_01,C000145,P001,2026-04-28,0.37,0,0
R000145_02,C000145,P006,2026-04-12,0.278,0,0
R000145_03,C000145,P001,2026-07-02,0.226,0,0
R000146_01,C000146,P007,2026-04-07,0.435,0,0
R000146_02,C000146,P008,2026-03-11,0.518,1,0
R000146_03,C000146,P001,2026-07-03,0.551,1,1
R000146_04,C000146,P006,2026-08-18,0.508,0,0
R000147_01,C000147,P004,2026-04-06,0.373,0,0
R000147_02,C000147,P001,2026-07-02,0.143,1,0
R000148_01,C000148,P004,2026-06-08,0.439,0,0
R000148_02,C000148,P002,2026-05-18,0.605,0,0
R000149_01,C000149,P006,2026-07-04,0.542,0,0
R000149_02,C000149,P002,2026-07-20,0.279,1,0
R000149_03,C000149,P005,2026-07-16,0.276,0,0
R000150_01,C000150,P001,2026-06-16,0.462,0,0
R000150_02,C000150,P004,2026-04-17,0.499,1,0
R000150_03,C000150,P008,2026-04-09,0.391,0,0
R000150_04,C000150,P004,2026-04-15,0.678,0,0
R000151_01,C000151,P005,2026-06-21,0.42,0,0
R000151_02,C000151,P004,2026-05-27,0.468,1,0
R000151_03,C000151,P006,2026-08-19,0.288,0,0
R000151_04,C000151,P005,2026-02-27,0.58,1,0
R000152_01,C000152,P007,2026-07-26,0.33,0,0
R000152_02,C000152,P007,2026-05-15,0.303,0,0
R000152_03,C000152,P004,2026-06-04,0.346,0,0
R000153_01,C000153,P006,2026-04-16,0.664,0,0
R000153_02,C000153,P007,2026-07-28,0.225,1,0
R000153_03,C000153,P001,2026-02-15,0.288,0,0
R000153_04,C000153,P005,2026-05-16,0.428,1,0
R000154_01,C000154,P008,2026-04-28,0.401,0,0
R000154_02,C000154,P004,2026-03-02,0.634,0,0
R000154_03,C000154,P006,2026-06-19,0.377,0,0
R000154_04,C000154,P006,2026-05-22,0.462,0,0
R000154_05,C000154,P006,2026-08-13,0.633,0,0
R000155_01,C000155,P008,2026-06-22,0.268,1,1
R000155_02,C000155,P008,2026-05-05,0.411,0,0
R000155_03,C000155,P002,2026-02-19,0.292,0,0
R000155_04,C000155,P002,2026-03-30,0.222,0,0
R000155_05,C000155,P002,2026-02-25,0.249,0,0
R000156_01,C000156,P006,2026-07-14,0.555,0,0
R000156_02,C000156,P006,2026-04-19,0.521,0,0
R000157_01,C000157,P002,2026-07-06,0.468,1,0
R000157_02,C000157,P006,2026-07-14,0.674,0,0
R000157_03,C000157,P006,2026-04-15,0.712,1,0
R000158_01,C000158,P002,2026-04-04,0.435,0,0
R000158_02,C000158,P004,2026-05-04,0.452,1,0
R000158_03,C000158,P008,2026-08-06,0.509,0,0
R000158_04,C000158,P007,2026-08-14,0.326,0,0
R000159_01,C000159,P004,2026-05-18,0.366,0,0
R000159_02,C000159,P004,2026-04-16,0.562,0,0
R000159_03,C000159,P002,2026-06-03,0.454,1,1
R000160_01,C000160,P002,2026-04-27,0.416,0,0
R000160_02,C000160,P007,2026-03-19,0.41,1,0
R000160_03,C000160,P003,2026-07-15,0.353,1,1
R000160_04,C000160,P007,2026-03-27,0.327,1,0
R000160_05,C000160,P003,2026-02-22,0.369,0,0
R000161_01,C000161,P004,2026-06-23,0.416,0,0
R000161_02,C000161,P006,2026-07-24,0.546,1,0
R000161_03,C000161,P006,2026-06-30,0.186,1,0
R000161_04,C000161,P008,2026-03-08,0.589,1,0
R000162_01,C000162,P001,2026-08-06,0.655,1,0
R000162_02,C000162,P002,2026-07-21,0.236,0,0
R000162_03,C000162,P001,2026-05-14,0.536,0,0
R000162_04,C000162,P001,2026-03-30,0.464,0,0
R000162_05,C000162,P002,2026-05-19,0.47,0,0
R000163_01,C000163,P002,2026-04-16,0.43,0,0
R000163_02,C000163,P006,2026-07-01,0.645,1,0
R000164_01,C000164,P001,2026-02-20,0.529,0,0
R000164_02,C000164,P002,2026-03-02,0.648,0,0
R000164_03,C000164,P007,2026-08-04,0.594,1,0
R000164_04,C000164,P007,2026-04-03,0.294,0,0
R000164_05,C000164,P004,2026-08-19,0.645,1,0
R000165_01,C000165,P007,2026-03-11,0.311,1,0
R000165_02,C000165,P006,2026-04-20,0.386,1,0
R000166_01,C000166,P002,2026-06-07,0.457,1,1
R000166_02,C000166,P004,2026-02-22,0.433,0,0
R000166_03,C000166,P004,2026-06-22,0.496,0,0
R000166_04,C000166,P003,2026-04-10,0.616,0,0
R000167_01,C000167,P005,2026-03-30,0.589,0,0
R000167_02,C000167,P007,2026-04-17,0.655,1,0
R000168_01,C000168,P006,2026-08-15,0.331,0,0
R000168_02,C000168,P007,2026-08-05,0.227,0,0
R000169_01,C000169,P008,2026-07-05,0.595,0,0
R000169_02,C000169,P006,2026-04-30,0.399,1,0
R000169_03,C000169,P001,2026-02-26,0.548,0,0
R000169_04,C000169,P004,2026-04-28,0.591,0,0
R000170_01,C000170,P003,2026-05-28,0.675,1,0
R000170_02,C000170,P001,2026-04-25,0.89,1,1
R000170_03,C000170,P007,2026-03-12,0.591,0,0
R000170_04,C000170,P004,2026-04-18,0.702,1,0
R000171_01,C000171,P004,2026-06-04,0.485,0,0
R000171_02,C000171,P006,2026-05-13,0.63,0,0
R000171_03,C000171,P007,2026-05-14,0.271,0,0
R000171_04,C000171,P007,2026-06-04,0.605,1,1
R000171_05,C000171,P007,2026-03-31,0.476,0,0
R000172_01,C000172,P005,2026-03-22,0.368,1,0
R000172_02,C000172,P008,2026-06-24,0.433,0,0
R000173_01,C000173,P008,2026-04-20,0.409,1,0
R000173_02,C000173,P003,2026-05-25,0.54,1,0
R000174_01,C000174,P007,2026-05-14,0.701,0,0
R000174_02,C000174,P004,2026-05-30,0.441,0,0
R000174_03,C000174,P003,2026-03-22,0.373,0,0
R000175_01,C000175,P003,2026-03-18,0.539,0,0
R000175_02,C000175,P007,2026-02-20,0.371,0,0
R000176_01,C000176,P004,2026-07-24,0.592,1,0
R000176_02,C000176,P003,2026-04-17,0.578,1,0
R000176_03,C000176,P004,2026-03-24,0.479,0,0
R000176_04,C000176,P004,2026-03-16,0.488,0,0
R000176_05,C000176,P005,2026-05-07,0.79,1,0
R000177_01,C000177,P005,2026-02-24,0.16,0,0
R000177_02,C000177,P002,2026-06-05,0.411,1,0
R000177_03,C000177,P004,2026-03-06,0.318,0,0
R000177_04,C000177,P001,2026-03-04,0.476,1,1
R000178_01,C000178,P007,2026-04-04,0.27,1,1
R000178_02,C000178,P006,2026-06-21,0.127,0,0
R000178_03,C000178,P007,2026-06-04,0.206,0,0
R000178_04,C000178,P003,2026-03-27,0.393,0,0
R000179_01,C000179,P005,2026-04-28,0.48,0,0
R000179_02,C000179,P004,2026-05-18,0.522,1,0
R000180_01,C000180,P007,2026-08-04,0.549,0,0
R000180_02,C000180,P004,2026-02-17,0.398,0,0
R000180_03,C000180,P005,2026-06-05,0.435,0,0
R000181_01,C000181,P004,2026-08-19,0.318,1,0
R000181_02,C000181,P001,2026-04-09,0.368,1,0
R000181_03,C000181,P005,2026-02-13,0.431,0,0
R000181_04,C000181,P002,2026-06-08,0.0,0,0
R000182_01,C000182,P007,2026-03-04,0.226,0,0
R000182_02,C000182,P001,2026-04-20,0.272,0,0
R000182_03,C000182,P004,2026-07-17,0.543,1,0
R000183_01,C000183,P006,2026-03-12,0.319,1,0
R000183_02,C000183,P005,2026-06-28,0.176,0,0
R000183_03,C000183,P004,2026-03-06,0.632,0,0
R000183_04,C000183,P008,2026-04-09,0.462,1,0
R000184_01,C000184,P002,2026-05-27,0.261,0,0
R000184_02,C000184,P006,2026-07-05,0.532,1,0
R000184_03,C000184,P002,2026-07-21,0.481,1,1
R000185_01,C000185,P007,2026-03-07,0.381,0,0
R000185_02,C000185,P005,2026-02-22,0.408,1,0
R000185_03,C000185,P001,2026-03-24,0.347,0,0
R000185_04,C000185,P002,2026-04-30,0.316,0,0
R000186_01,C000186,P006,2026-05-15,0.228,1,0
R000186_02,C000186,P006,2026-04-11,0.399,0,0
R000187_01,C000187,P008,2026-07-31,0.263,0,0
R000187_02,C000187,P007,2026-04-04,0.29,0,0
R000187_03,C000187,P002,2026-06-02,0.239,0,0
R000188_01,C000188,P008,2026-07-14,0.45,0,0
R000188_02,C000188,P002,2026-07-20,0.344,0,0
R000188_03,C000188,P007,2026-02-11,0.145,0,0
R000188_04,C000188,P001,2026-02-15,0.235,0,0
R000189_01,C000189,P008,2026-08-17,0.613,0,0
R000189_02,C000189,P006,2026-06-17,0.618,1,0
R000189_03,C000189,P003,2026-06-26,0.564,0,0
R000189_04,C000189,P003,2026-04-27,0.298,0,0
R000189_05,C000189,P007,2026-05-04,0.554,0,0
R000190_01,C000190,P007,2026-05-07,0.457,1,0
R000190_02,C000190,P001,2026-04-01,0.245,0,0
R000190_03,C000190,P001,2026-06-27,0.19,0,0
R000190_04,C000190,P006,2026-06-12,0.509,0,0
R000190_05,C000190,P005,2026-06-09,0.343,0,0
R000191_01,C000191,P006,2026-07-18,0.416,0,0
R000191_02,C000191,P006,2026-03-03,0.464,1,0
R000191_03,C000191,P005,2026-06-20,0.533,1,0
R000192_01,C000192,P007,2026-06-01,0.225,0,0
R000192_02,C000192,P005,2026-02-12,0.492,1,0
R000192_03,C000192,P004,2026-05-31,0.515,0,0
R000193_01,C000193,P002,2026-02-12,0.233,1,0
R000193_02,C000193,P005,2026-08-08,0.447,1,1
R000194_01,C000194,P005,2026-04-29,0.462,0,0
R000194_02,C000194,P002,2026-03-23,0.328,0,0
R000194_03,C000194,P002,2026-03-22,0.53,0,0
R000195_01,C000195,P007,2026-04-03,0.507,1,0
R000195_02,C000195,P008,2026-07-17,0.376,0,0
R000195_03,C000195,P007,2026-05-11,0.307,0,0
R000196_01,C000196,P004,2026-04-12,0.609,0,0
R000196_02,C000196,P007,2026-03-14,0.529,1,0
R000196_03,C000196,P004,2026-04-10,0.484,1,1
R000196_04,C000196,P005,2026-06-10,0.543,0,0
R000196_05,C000196,P007,2026-06-02,0.598,0,0
R000197_01,C000197,P005,2026-07-07,0.156,0,0
R000197_02,C000197,P001,2026-04-19,0.117,0,0
R000198_01,C000198,P003,2026-05-10,0.358,1,0
R000198_02,C000198,P006,2026-04-03,0.471,0,0
R000198_03,C000198,P008,2026-06-24,0.419,0,0
R000198_04,C000198,P008,2026-05-23,0.391,0,0
R000198_05,C000198,P005,2026-06-21,0.62,0,0
R000199_01,C000199,P007,2026-04-15,0.342,0,0
R000199_02,C000199,P003,2026-02-18,0.378,0,0
R000199_03,C000199,P007,2026-05-20,0.321,0,0
R000199_04,C000199,P004,2026-04-19,0.13,0,0
R000199_05,C000199,P003,2026-05-17,0.275,1,1
R000200_01,C000200,P001,2026-08-10,0.52,0,0
R000200_02,C000200,P001,2026-03-07,0.476,0,0
R000200_03,C000200,P001,2026-06-02,0.627,1,0
R000200_04,C000200,P004,2026-05-14,0.535,0,0
R000200_05,C000200,P008,2026-08-06,0.683,0,0
R000201_01,C000201,P002,2026-02-17,0.25,0,0
R000201_02,C000201,P006,2026-06-19,0.518,1,0
R000201_03,C000201,P006,2026-05-17,0.199,1,0
R000201_04,C000201,P007,2026-06-24,0.358,0,0
R000201_05,C000201,P004,2026-03-09,0.369,1,0
R000202_01,C000202,P004,2026-02-26,0.222,1,0
R000202_02,C000202,P004,2026-04-21,0.287,0,0
R000203_01,C000203,P008,2026-06-03,0.561,0,0
R000203_02,C000203,P005,2026-06-01,0.176,0,0
R000203_03,C000203,P001,2026-06-06,0.306,0,0
R000203_04,C000203,P008,2026-02-22,0.112,0,0
R000203_05,C000203,P006,2026-03-08,0.402,0,0
R000204_01,C000204,P001,2026-08-16,0.156,0,0
R000204_02,C000204,P004,2026-07-20,0.424,0,0
R000205_01,C000205,P002,2026-08-13,0.581,0,0
R000205_02,C000205,P005,2026-03-11,0.164,1,0
R000206_01,C000206,P003,2026-03-26,0.402,1,0
R000206_02,C000206,P005,2026-05-23,0.118,0,0
R000207_01,C000207,P003,2026-08-12,0.751,0,0
R000207_02,C000207,P006,2026-04-06,0.544,1,0
R000207_03,C000207,P004,2026-05-25,0.645,0,0
R000207_04,C000207,P004,2026-05-23,0.582,0,0
R000207_05,C000207,P001,2026-07-27,0.569,0,0
R000208_01,C000208,P008,2026-04-29,0.414,1,0
R000208_02,C000208,P004,2026-06-07,0.519,0,0
R000208_03,C000208,P007,2026-04-07,0.43,0,0
R000208_04,C000208,P005,2026-04-23,0.531,1,0
R000208_05,C000208,P001,2026-06-15,0.366,1,0
R000209_01,C000209,P001,2026-05-17,0.147,0,0
R000209_02,C000209,P006,2026-05-13,0.366,0,0
R000210_01,C000210,P005,2026-05-26,0.476,0,0
R000210_02,C000210,P004,2026-02-13,0.452,1,0
R000211_01,C000211,P005,2026-07-07,0.476,0,0
R000211_02,C000211,P001,2026-08-01,0.349,0,0
R000212_01,C000212,P006,2026-03-07,0.459,1,0
R000212_02,C000212,P008,2026-08-19,0.413,0,0
R000212_03,C000212,P001,2026-05-28,0.221,0,0
R000213_01,C000213,P001,2026-03-20,0.463,0,0
R000213_02,C000213,P002,2026-07-01,0.468,0,0
R000214_01,C000214,P001,2026-08-02,0.6,1,0
R000214_02,C000214,P003,2026-04-12,0.601,0,0
R000214_03,C000214,P003,2026-07-02,0.307,0,0
R000215_01,C000215,P002,2026-06-17,0.333,0,0
R000215_02,C000215,P006,2026-07-09,0.601,0,0
R000215_03,C000215,P006,2026-05-03,0.398,1,0
R000215_04,C000215,P002,2026-03-20,0.406,1,1
R000215_05,C000215,P004,2026-05-23,0.371,0,0
R000216_01,C000216,P004,2026-07-15,0.559,1,0
R000216_02,C000216,P004,2026-06-01,0.492,1,1
R000217_01,C000217,P001,2026-06-14,0.373,0,0
R000217_02,C000217,P004,2026-06-13,0.66,1,1
R000218_01,C000218,P007,2026-05-13,0.48,1,0
R000218_02,C000218,P008,2026-03-31,0.363,0,0
R000218_03,C000218,P001,2026-07-26,0.553,0,0
R000218_04,C000218,P007,2026-08-14,0.737,1,0
R000218_05,C000218,P004,2026-04-06,0.694,1,0
R000219_01,C000219,P007,2026-04-14,0.344,0,0
R000219_02,C000219,P006,2026-07-22,0.495,0,0
R000219_03,C000219,P003,2026-06-19,0.193,0,0
R000219_04,C000219,P001,2026-02-13,0.674,1,1
R000220_01,C000220,P002,2026-02-13,0.491,0,0
R000220_02,C000220,P006,2026-07-29,0.474,1,1
R000220_03,C000220,P001,2026-06-08,0.33,1,0
R000220_04,C000220,P008,2026-07-28,0.434,0,0
R000221_01,C000221,P007,2026-04-09,0.64,0,0
R000221_02,C000221,P006,2026-04-22,0.699,1,0
R000221_03,C000221,P001,2026-03-15,0.617,1,0
R000221_04,C000221,P007,2026-08-13,0.714,1,1
R000222_01,C000222,P008,2026-06-09,0.144,0,0
R000222_02,C000222,P007,2026-03-02,0.445,0,0
R000222_03,C000222,P002,2026-06-14,0.247,0,0
R000223_01,C000223,P001,2026-07-31,0.803,0,0
R000223_02,C000223,P007,2026-06-03,0.671,1,0
R000224_01,C000224,P002,2026-08-18,0.316,1,0
R000224_02,C000224,P005,2026-03-07,0.382,0,0
R000224_03,C000224,P008,2026-06-04,0.398,1,1
R000225_01,C000225,P001,2026-07-12,0.313,0,0
R000225_02,C000225,P005,2026-03-13,0.282,0,0
R000225_03,C000225,P007,2026-05-10,0.159,0,0
R000225_04,C000225,P002,2026-07-28,0.124,0,0
R000226_01,C000226,P003,2026-07-17,0.399,0,0
R000226_02,C000226,P006,2026-06-18,0.633,0,0
R000226_03,C000226,P001,2026-06-11,0.367,1,0
R000226_04,C000226,P003,2026-07-15,0.453,1,0
R000227_01,C000227,P007,2026-05-17,0.267,0,0
R000227_02,C000227,P005,2026-04-29,0.503,1,0
R000227_03,C000227,P004,2026-08-17,0.348,0,0
R000227_04,C000227,P003,2026-02-18,0.164,0,0
R000228_01,C000228,P007,2026-04-06,0.611,1,0
R000228_02,C000228,P003,2026-06-17,0.54,0,0
R000228_03,C000228,P003,2026-03-23,0.534,0,0
R000229_01,C000229,P001,2026-04-23,0.451,0,0
R000229_02,C000229,P003,2026-04-29,0.657,0,0
R000229_03,C000229,P008,2026-03-09,0.409,0,0
R000230_01,C000230,P007,2026-05-22,0.424,0,0
R000230_02,C000230,P003,2026-04-07,0.416,1,0
R000231_01,C000231,P005,2026-07-18,0.545,0,0
R000231_02,C000231,P006,2026-06-07,0.472,1,0
R000231_03,C000231,P008,2026-04-14,0.492,1,1
R000231_04,C000231,P007,2026-04-27,0.486,0,0
R000231_05,C000231,P006,2026-04-04,0.379,0,0
R000232_01,C000232,P007,2026-02-23,0.254,0,0
R000232_02,C000232,P007,2026-04-16,0.442,1,0
R000232_03,C000232,P002,2026-05-09,0.081,0,0
R000233_01,C000233,P003,2026-03-22,0.459,0,0
R000233_02,C000233,P007,2026-05-16,0.374,0,0
R000233_03,C000233,P003,2026-05-04,0.379,1,0
R000233_04,C000233,P003,2026-04-28,0.313,0,0
R000233_05,C000233,P006,2026-07-23,0.393,0,0
R000234_01,C000234,P006,2026-04-16,0.427,0,0
R000234_02,C000234,P006,2026-07-24,0.293,0,0
R000234_03,C000234,P008,2026-03-17,0.476,0,0
R000234_04,C000234,P003,2026-07-09,0.228,0,0
R000235_01,C000235,P005,2026-03-20,0.41,0,0
R000235_02,C000235,P002,2026-02-26,0.496,0,0
R000235_03,C000235,P001,2026-06-14,0.56,1,0
R000235_04,C000235,P002,2026-06-06,0.21,0,0
R000235_05,C000235,P008,2026-03-02,0.552,0,0
R000236_01,C000236,P004,2026-07-01,0.793,0,0
R000236_02,C000236,P005,2026-05-09,0.518,1,0
R000237_01,C000237,P002,2026-08-07,0.254,0,0
R000237_02,C000237,P007,2026-08-02,0.364,0,0
R000238_01,C000238,P001,2026-04-19,0.511,0,0
R000238_02,C000238,P006,2026-02-19,0.472,1,0
R000238_03,C000238,P004,2026-05-31,0.412,0,0
R000239_01,C000239,P004,2026-06-07,0.498,0,0
R000239_02,C000239,P001,2026-03-14,0.653,0,0
R000239_03,C000239,P002,2026-04-03,0.566,1,0
R000239_04,C000239,P003,2026-03-02,0.497,0,0
R000239_05,C000239,P003,2026-05-31,0.497,1,1
R000240_01,C000240,P004,2026-02-28,0.439,1,0
R000240_02,C000240,P001,2026-06-03,0.46,0,0
R000240_03,C000240,P002,2026-08-05,0.486,0,0
R000240_04,C000240,P004,2026-03-15,0.534,1,0
R000240_05,C000240,P001,2026-04-30,0.264,0,0
R000241_01,C000241,P001,2026-06-20,0.501,0,0
R000241_02,C000241,P007,2026-07-04,0.182,0,0
R000241_03,C000241,P007,2026-03-01,0.339,0,0
R000241_04,C000241,P003,2026-05-02,0.186,0,0
R000241_05,C000241,P003,2026-03-04,0.276,0,0
R000242_01,C000242,P007,2026-06-23,0.44,0,0
R000242_02,C000242,P001,2026-05-04,0.231,1,1
R000242_03,C000242,P004,2026-07-23,0.442,0,0
R000242_04,C000242,P008,2026-03-07,0.275,0,0
R000242_05,C000242,P007,2026-05-15,0.287,0,0
R000243_01,C000243,P005,2026-08-10,0.493,0,0
R000243_02,C000243,P002,2026-06-22,0.253,0,0
R000243_03,C000243,P007,2026-06-03,0.392,0,0
R000243_04,C000243,P004,2026-07-21,0.403,0,0
R000244_01,C000244,P006,2026-08-04,0.357,1,0
R000244_02,C000244,P005,2026-04-30,0.28,0,0
R000244_03,C000244,P005,2026-02-23,0.482,1,0
R000244_04,C000244,P006,2026-08-06,0.612,0,0
R000245_01,C000245,P005,2026-07-24,0.345,0,0
R000245_02,C000245,P005,2026-05-12,0.432,0,0
R000245_03,C000245,P005,2026-08-17,0.318,0,0
R000246_01,C000246,P003,2026-05-01,0.2,0,0
R000246_02,C000246,P002,2026-05-04,0.368,0,0
R000246_03,C000246,P008,2026-04-29,0.322,0,0
R000246_04,C000246,P005,2026-05-05,0.393,0,0
R000247_01,C000247,P002,2026-04-25,0.355,0,0
R000247_02,C000247,P006,2026-02-26,0.338,0,0
R000247_03,C000247,P007,2026-02-25,0.373,1,0
R000247_04,C000247,P008,2026-02-28,0.162,0,0
R000247_05,C000247,P002,2026-05-01,0.27,0,0
R000248_01,C000248,P004,2026-04-03,0.368,0,0
R000248_02,C000248,P001,2026-04-17,0.248,0,0
R000248_03,C000248,P006,2026-04-26,0.248,0,0
R000248_04,C000248,P002,2026-04-10,0.233,0,0
R000248_05,C000248,P005,2026-03-27,0.284,0,0
R000249_01,C000249,P008,2026-06-04,0.687,1,0
R000249_02,C000249,P003,2026-03-28,0.706,1,0
R000249_03,C000249,P007,2026-03-24,0.582,1,1
R000249_04,C000249,P006,2026-03-25,0.617,1,0
R000250_01,C000250,P003,2026-04-11,0.582,0,0
R000250_02,C000250,P003,2026-05-31,0.593,0,0
R000250_03,C000250,P007,2026-04-17,0.561,0,0
R000251_01,C000251,P006,2026-02-19,0.427,0,0
R000251_02,C000251,P008,2026-07-17,0.307,0,0
R000252_01,C000252,P008,2026-03-23,0.475,0,0
R000252_02,C000252,P008,2026-03-25,0.273,1,0
R000252_03,C000252,P004,2026-02-13,0.545,1,0
R000252_04,C000252,P003,2026-04-16,0.363,0,0
R000252_05,C000252,P001,2026-03-20,0.478,0,0
R000253_01,C000253,P003,2026-06-29,0.402,1,0
R000253_02,C000253,P006,2026-02-22,0.741,0,0
R000253_03,C000253,P001,2026-06-17,0.605,0,0
R000254_01,C000254,P007,2026-04-13,0.243,1,0
R000254_02,C000254,P003,2026-08-10,0.161,0,0
R000255_01,C000255,P005,2026-04-06,0.443,0,0
R000255_02,C000255,P006,2026-05-20,0.494,1,1
R000255_03,C000255,P005,2026-07-02,0.479,0,0
R000256_01,C000256,P001,2026-03-12,0.224,0,0
R000256_02,C000256,P002,2026-08-18,0.447,0,0
R000256_03,C000256,P003,2026-05-20,0.562,1,0
R000256_04,C000256,P003,2026-07-19,0.36,0,0
R000257_01,C000257,P003,2026-04-19,0.393,0,0
R000257_02,C000257,P002,2026-07-09,0.365,0,0
R000257_03,C000257,P007,2026-03-21,0.248,0,0
R000257_04,C000257,P003,2026-07-27,0.227,0,0
R000257_05,C000257,P003,2026-06-18,0.271,0,0
R000258_01,C000258,P003,2026-06-19,0.368,1,0
R000258_02,C000258,P001,2026-04-26,0.193,0,0
R000258_03,C000258,P006,2026-03-29,0.242,0,0
R000258_04,C000258,P008,2026-03-13,0.354,1,0
R000259_01,C000259,P004,2026-07-15,0.226,0,0
R000259_02,C000259,P005,2026-07-15,0.376,0,0
R000259_03,C000259,P006,2026-07-30,0.347,0,0
R000259_04,C000259,P007,2026-06-06,0.552,0,0
R000259_05,C000259,P007,2026-07-04,0.405,0,0
R000260_01,C000260,P003,2026-07-28,0.557,0,0
R000260_02,C000260,P004,2026-03-09,0.398,0,0
R000261_01,C000261,P002,2026-02-12,0.506,0,0
R000261_02,C000261,P007,2026-03-07,0.185,0,0
R000262_01,C000262,P001,2026-08-04,0.441,1,1
R000262_02,C000262,P005,2026-03-14,0.192,0,0
R000262_03,C000262,P005,2026-08-17,0.532,0,0
R000262_04,C000262,P006,2026-05-18,0.409,1,0
R000262_05,C000262,P003,2026-02-27,0.203,0,0
R000263_01,C000263,P007,2026-07-04,0.273,1,0
R000263_02,C000263,P002,2026-04-15,0.353,1,0
R000264_01,C000264,P007,2026-06-14,0.372,1,1
R000264_02,C000264,P008,2026-04-18,0.698,0,0
R000264_03,C000264,P002,2026-06-19,0.569,0,0
R000264_04,C000264,P005,2026-06-19,0.773,1,0
R000264_05,C000264,P004,2026-06-25,0.202,0,0
R000265_01,C000265,P005,2026-08-12,0.603,1,0
R000265_02,C000265,P004,2026-07-16,0.734,0,0
R000265_03,C000265,P005,2026-03-03,0.704,1,0
R000265_04,C000265,P005,2026-05-02,0.836,0,0
R000265_05,C000265,P002,2026-06-13,0.602,1,0
R000266_01,C000266,P004,2026-07-07,0.325,0,0
R000266_02,C000266,P001,2026-07-04,0.262,0,0
R000266_03,C000266,P003,2026-05-11,0.407,1,0
R000267_01,C000267,P006,2026-06-23,0.459,0,0
R000267_02,C000267,P007,2026-04-07,0.449,0,0
R000267_03,C000267,P002,2026-02-13,0.629,0,0
R000268_01,C000268,P004,2026-03-05,0.544,1,0
R000268_02,C000268,P005,2026-04-04,0.268,0,0
R000268_03,C000268,P004,2026-05-26,0.3,0,0
R000268_04,C000268,P003,2026-07-27,0.445,1,0
R000269_01,C000269,P007,2026-05-13,0.415,0,0
R000269_02,C000269,P006,2026-02-13,0.577,0,0
R000269_03,C000269,P002,2026-06-25,0.535,1,0
R000269_04,C000269,P002,2026-07-08,0.432,0,0
R000269_05,C000269,P002,2026-03-07,0.362,0,0
R000270_01,C000270,P004,2026-07-23,0.665,0,0
R000270_02,C000270,P003,2026-05-05,0.667,1,0
R000270_03,C000270,P007,2026-06-14,0.268,0,0
R000270_04,C000270,P007,2026-02-22,0.649,0,0
R000270_05,C000270,P007,2026-04-01,0.615,1,0
R000271_01,C000271,P008,2026-04-05,0.133,1,0
R000271_02,C000271,P008,2026-05-06,0.147,0,0
R000271_03,C000271,P008,2026-02-12,0.351,1,0
R000272_01,C000272,P005,2026-07-12,0.558,0,0
R000272_02,C000272,P002,2026-07-19,0.559,1,0
R000272_03,C000272,P007,2026-05-25,0.739,1,0
R000272_04,C000272,P006,2026-04-06,0.615,0,0
R000273_01,C000273,P007,2026-06-14,0.491,1,0
R000273_02,C000273,P006,2026-06-25,0.372,1,0
R000273_03,C000273,P002,2026-03-20,0.305,0,0
R000273_04,C000273,P003,2026-03-31,0.305,0,0
R000274_01,C000274,P008,2026-06-20,0.672,1,0
R000274_02,C000274,P006,2026-08-10,0.368,1,0
R000275_01,C000275,P008,2026-02-11,0.539,0,0
R000275_02,C000275,P003,2026-06-02,0.325,0,0
R000276_01,C000276,P005,2026-03-21,0.568,0,0
R000276_02,C000276,P006,2026-03-02,0.352,0,0
R000276_03,C000276,P004,2026-07-20,0.305,1,0
R000277_01,C000277,P002,2026-07-22,0.559,1,0
R000277_02,C000277,P006,2026-07-12,0.654,0,0
R000277_03,C000277,P003,2026-04-30,0.615,0,0
R000277_04,C000277,P003,2026-04-05,0.542,0,0
R000278_01,C000278,P003,2026-08-03,0.381,0,0
R000278_02,C000278,P006,2026-04-19,0.429,1,0
R000278_03,C000278,P005,2026-03-21,0.339,1,0
R000278_04,C000278,P004,2026-07-29,0.316,0,0
R000278_05,C000278,P005,2026-03-17,0.37,0,0
R000279_01,C000279,P008,2026-05-22,0.457,0,0
R000279_02,C000279,P008,2026-08-02,0.532,1,0
R000280_01,C000280,P001,2026-07-27,0.522,0,0
R000280_02,C000280,P001,2026-04-13,0.352,0,0
R000281_01,C000281,P005,2026-05-15,0.682,1,1
R000281_02,C000281,P001,2026-07-28,0.385,0,0
R000281_03,C000281,P003,2026-07-24,0.293,0,0
R000281_04,C000281,P007,2026-03-15,0.628,0,0
R000281_05,C000281,P008,2026-05-02,0.54,1,1
R000282_01,C000282,P008,2026-06-17,0.692,0,0
R000282_02,C000282,P001,2026-04-06,0.59,1,1
R000282_03,C000282,P002,2026-04-09,0.765,0,0
