transaction_id,customer_id,transaction_date,transaction_type,amount,channel,merchant_category
T000191_005,C000191,2026-07-31,Credit,156.77,Mobile App,Transfer
T000191_006,C000191,2026-07-31,Credit,378.32,POS,Transfer
T000191_007,C000191,2026-08-03,Debit,197.05,Internet Banking,Investment
T000191_008,C000191,2026-05-13,Debit,139.76,Mobile App,Shopping
T000191_009,C000191,2026-07-03,Debit,201.42,Mobile App,Shopping
T000191_010,C000191,2026-08-12,Credit,86.83,Mobile App,Transfer
T000191_011,C000191,2026-07-10,Debit,124.88,Internet Banking,Bills
T000191_012,C000191,2026-07-30,Credit,234.53,Internet Banking,Shopping
T000191_013,C000191,2026-08-17,Debit,304.34,POS,Investment
T000191_014,C000191,2026-08-18,Credit,427.51,Internet Banking,Other
T000191_015,C000191,2026-08-17,Credit,178.26,Mobile App,Transfer
T000191_016,C000191,2026-08-17,Credit,102.22,Internet Banking,Food
T000191_017,C000191,2026-07-09,Debit,155.28,Branch,Cash
T000191_018,C000191,2026-06-30,Debit,94.01,Branch,Travel
T000191_019,C000191,2026-07-17,Debit,116.04,POS,Transfer
T000191_020,C000191,2026-08-16,Credit,91.56,POS,Travel
T000191_021,C000191,2026-08-19,Credit,80.22,ATM,Other
T000191_022,C000191,2026-08-17,Debit,151.49,Mobile App,Investment
T000191_023,C000191,2026-07-11,Debit,65.99,Mobile App,Travel
T000191_024,C000191,2026-07-24,Credit,66.46,Mobile App,Other
T000191_025,C000191,2026-06-05,Credit,111.28,ATM,Investment
T000191_026,C000191,2026-08-08,Debit,154.22,Internet Banking,Investment
T000191_027,C000191,2026-07-27,Credit,415.91,Mobile App,Bills
T000191_028,C000191,2026-07-18,Debit,207.38,Mobile App,Investment
T000191_029,C000191,2026-07-24,Debit,184.5,Mobile App,Cash
T000191_030,C000191,2026-07-30,Debit,170.27,Branch,Travel
T000191_031,C000191,2026-04-14,Debit,118.97,Branch,Shopping
T000191_032,C000191,2026-08-02,Credit,260.43,Internet Banking,Shopping
T000191_033,C000191,2026-08-18,Debit,230.32,Internet Banking,Transfer
T000191_034,C000191,2026-05-21,Debit,113.2,Mobile App,Travel
T000191_035,C000191,2026-06-30,Credit,219.16,Internet Banking,Investment
T000191_036,C000191,2026-08-15,Debit,256.2,Internet Banking,Transfer
T000191_037,C000191,2026-08-08,Debit,135.13,Mobile App,Bills
T000191_038,C000191,2026-08-21,Credit,266.77,Mobile App,Other
T000191_039,C000191,2026-06-22,Debit,135.86,Internet Banking,Cash
T000191_040,C000191,2026-05-01,Debit,93.63,Internet Banking,Bills
T000191_041,C000191,2026-07-26,Debit,131.44,POS,Shopping
T000191_042,C000191,2026-06-02,Credit,195.03,Branch,Food
T000191_043,C000191,2026-08-16,Debit,362.45,ATM,Transfer
T000191_044,C000191,2026-07-28,Debit,166.55,ATM,Other
T000191_045,C000191,2026-07-01,Credit,169.17,Mobile App,Food
T000191_046,C000191,2026-07-27,Debit,129.19,Internet Banking,Investment
T000191_047,C000191,2026-08-23,Credit,281.2,Internet Banking,Investment
T000191_048,C000191,2026-07-03,Credit,605.69,Mobile App,Bills
T000191_049,C000191,2026-06-24,Debit,107.92,Mobile App,Investment
T000191_050,C000191,2026-07-15,Credit,221.74,Internet Banking,Investment
T000191_051,C000191,2026-07-22,Credit,439.66,Mobile App,Investment
T000191_052,C000191,2026-08-17,Credit,73.15,ATM,Bills
T000191_053,C000191,2026-08-04,Debit,111.5,Mobile App,Food
T000191_054,C000191,2026-08-15,Debit,164.63,Internet Banking,Transfer
T000191_055,C000191,2026-08-09,Debit,92.77,Mobile App,Other
T000191_056,C000191,2026-06-25,Debit,164.83,Mobile App,Bills
T000191_057,C000191,2026-08-09,Credit,134.15,POS,Travel
T000191_058,C000191,2026-08-15,Credit,163.36,Mobile App,Shopping
T000191_059,C000191,2026-08-01,Debit,126.52,ATM,Transfer
T000191_060,C000191,2026-07-31,Credit,181.51,Internet Banking,Other
T000192_001,C000192,2026-07-04,Debit,97.85,Branch,Food
T000192_002,C000192,2026-05-26,Debit,56.51,Internet Banking,Cash
T000192_003,C000192,2026-08-03,Debit,54.49,Mobile App,Investment
T000192_004,C000192,2026-08-04,Debit,40.0,Internet Banking,Transfer
T000192_005,C000192,2026-07-06,Debit,69.74,Internet Banking,Food
T000192_006,C000192,2026-07-23,Debit,134.46,Mobile App,Transfer
T000192_007,C000192,2026-05-16,Credit,98.28,Branch,Bills
T000192_008,C000192,2026-07-04,Debit,79.34,Mobile App,Cash
T000192_009,C000192,2026-08-04,Credit,40.0,ATM,Shopping
T000192_010,C000192,2026-07-25,Debit,40.23,ATM,Food
T000192_011,C000192,2026-07-08,Debit,42.21,Mobile App,Investment
T000192_012,C000192,2026-07-30,Credit,40.0,ATM,Investment
T000192_013,C000192,2026-04-29,Debit,61.68,Mobile App,Food
T000192_014,C000192,2026-07-24,Debit,72.58,Mobile App,Shopping
T000192_015,C000192,2026-06-08,Debit,46.46,Branch,Other
T000192_016,C000192,2026-03-18,Debit,44.93,Mobile App,Food
T000192_017,C000192,2026-05-25,Credit,93.19,Internet Banking,Bills
T000192_018,C000192,2026-07-09,Debit,48.53,ATM,Other
T000192_019,C000192,2026-07-27,Debit,81.56,ATM,Other
T000192_020,C000192,2026-08-02,Debit,42.07,Internet Banking,Travel
T000192_021,C000192,2026-06-13,Credit,45.2,Mobile App,Investment
T000192_022,C000192,2026-07-16,Debit,49.72,Internet Banking,Travel
T000192_023,C000192,2026-07-22,Debit,68.61,Branch,Shopping
T000192_024,C000192,2026-08-07,Credit,60.97,Mobile App,Other
T000192_025,C000192,2026-07-16,Debit,69.31,Internet Banking,Food
T000192_026,C000192,2026-08-07,Debit,71.05,Internet Banking,Cash
T000192_027,C000192,2026-08-08,Credit,40.0,Internet Banking,Shopping
T000192_028,C000192,2026-06-10,Debit,109.49,Internet Banking,Investment
T000192_029,C000192,2026-07-28,Debit,80.58,Internet Banking,Bills
T000192_030,C000192,2026-05-11,Debit,44.38,Internet Banking,Shopping
T000192_031,C000192,2026-06-28,Debit,40.0,Mobile App,Transfer
T000192_032,C000192,2026-07-20,Credit,40.0,Internet Banking,Cash
T000192_033,C000192,2026-08-02,Debit,52.38,Mobile App,Food
T000192_034,C000192,2026-07-20,Debit,54.27,Internet Banking,Travel
T000192_035,C000192,2026-07-25,Debit,40.0,Mobile App,Shopping
T000192_036,C000192,2026-07-19,Credit,136.38,POS,Cash
T000192_037,C000192,2026-07-24,Debit,64.46,Mobile App,Other
T000192_038,C000192,2026-07-20,Credit,54.77,POS,Other
T000192_039,C000192,2026-06-30,Debit,85.73,ATM,Shopping
T000192_040,C000192,2026-07-15,Debit,75.85,Branch,Other
T000192_041,C000192,2026-08-06,Credit,46.3,Mobile App,Shopping
T000192_042,C000192,2026-07-03,Debit,86.8,Internet Banking,Cash
T000192_043,C000192,2026-08-04,Debit,89.41,Branch,Travel
T000193_001,C000193,2026-07-01,Debit,77.39,Internet Banking,Transfer
T000193_002,C000193,2026-08-13,Debit,105.07,Internet Banking,Other
T000193_003,C000193,2026-07-25,Debit,120.61,Internet Banking,Other
T000193_004,C000193,2026-08-07,Credit,44.42,Internet Banking,Cash
T000193_005,C000193,2026-07-31,Debit,70.6,Internet Banking,Bills
T000193_006,C000193,2026-05-30,Debit,56.47,Branch,Food
T000193_007,C000193,2026-07-03,Debit,43.29,Mobile App,Other
T000193_008,C000193,2026-08-19,Debit,79.62,Mobile App,Food
T000193_009,C000193,2026-07-17,Debit,66.1,Internet Banking,Other
T000193_010,C000193,2026-08-18,Debit,70.45,POS,Food
T000193_011,C000193,2026-08-14,Debit,40.0,Mobile App,Bills
T000193_012,C000193,2026-08-19,Debit,102.94,Internet Banking,Bills
T000193_013,C000193,2026-05-10,Debit,64.94,POS,Shopping
T000193_014,C000193,2026-07-17,Debit,40.0,Mobile App,Cash
T000193_015,C000193,2026-08-20,Debit,114.31,Mobile App,Other
T000193_016,C000193,2026-07-22,Debit,75.88,POS,Other
T000193_017,C000193,2026-08-08,Debit,61.18,Mobile App,Investment
T000193_018,C000193,2026-08-19,Debit,80.53,Branch,Food
T000193_019,C000193,2026-08-20,Debit,56.36,Mobile App,Other
T000193_020,C000193,2026-08-09,Debit,82.77,Mobile App,Bills
T000193_021,C000193,2026-08-05,Debit,44.08,Mobile App,Travel
T000193_022,C000193,2026-07-22,Credit,72.41,Mobile App,Food
T000193_023,C000193,2026-07-20,Debit,94.44,Mobile App,Investment
T000193_024,C000193,2026-07-18,Debit,40.0,Mobile App,Cash
T000193_025,C000193,2026-07-18,Debit,60.02,Mobile App,Other
T000193_026,C000193,2026-08-10,Debit,43.77,Branch,Other
T000193_027,C000193,2026-08-07,Credit,41.87,POS,Cash
T000193_028,C000193,2026-08-21,Credit,55.17,Internet Banking,Other
T000193_029,C000193,2026-07-02,Debit,40.71,Mobile App,Transfer
T000193_030,C000193,2026-08-21,Debit,59.68,Mobile App,Shopping
T000193_031,C000193,2026-08-21,Debit,168.26,ATM,Cash
T000193_032,C000193,2026-06-19,Debit,41.25,Internet Banking,Transfer
T000193_033,C000193,2026-07-26,Credit,78.97,ATM,Other
T000193_034,C000193,2026-08-06,Debit,134.66,ATM,Bills
T000193_035,C000193,2026-08-10,Debit,48.25,ATM,Shopping
T000193_036,C000193,2026-08-05,Credit,40.0,Branch,Transfer
T000193_037,C000193,2026-07-29,Debit,53.15,Mobile App,Transfer
T000193_038,C000193,2026-08-13,Debit,73.16,Internet Banking,Investment
T000193_039,C000193,2026-06-26,Debit,187.59,Mobile App,Other
T000193_040,C000193,2026-08-18,Credit,40.0,Internet Banking,Cash
T000193_041,C000193,2026-08-05,Debit,231.2,ATM,Investment
T000193_042,C000193,2026-07-31,Debit,40.0,ATM,Transfer
T000193_043,C000193,2026-08-02,Debit,131.91,Mobile App,Food
T000193_044,C000193,2026-08-17,Credit,108.2,Mobile App,Other
T000193_045,C000193,2026-07-12,Debit,76.52,Mobile App,Transfer
T000193_046,C000193,2026-07-10,Debit,83.18,Internet Banking,Bills
T000193_047,C000193,2026-08-10,Debit,47.24,Internet Banking,Bills
T000193_048,C000193,2026-08-21,Debit,109.12,Branch,Shopping
T000193_049,C000193,2026-07-20,Debit,46.75,Mobile App,Cash
T000193_050,C000193,2026-08-08,Debit,104.86,POS,Transfer
T000193_051,C000193,2026-07-28,Debit,72.73,Mobile App,Transfer
T000193_052,C000193,2026-08-21,Debit,85.72,POS,Shopping
T000193_053,C000193,2026-08-06,Credit,85.9,Mobile App,Shopping
T000193_054,C000193,2026-07-08,Credit,48.26,Internet Banking,Shopping
T000193_055,C000193,2026-07-15,Credit,46.24,Mobile App,Travel
T000193_056,C000193,2026-07-29,Debit,40.0,Branch,Other
T000193_057,C000193,2026-07-15,Debit,75.63,POS,Travel
T000193_058,C000193,2026-07-31,Debit,81.07,ATM,Travel
T000194_001,C000194,2026-07-27,Debit,57.65,Mobile App,Bills
T000194_002,C000194,2026-08-23,Debit,78.28,ATM,Cash
T000194_003,C000194,2026-08-05,Debit,40.0,POS,Travel
T000194_004,C000194,2026-08-04,Debit,66.13,Internet Banking,Bills
T000194_005,C000194,2026-07-14,Debit,84.65,Branch,Bills
T000194_006,C000194,2026-07-21,Debit,171.61,Branch,Travel
T000194_007,C000194,2026-07-22,Debit,67.38,Mobile App,Other
T000194_008,C000194,2026-07-06,Credit,116.36,Branch,Food
T000194_009,C000194,2026-07-11,Debit,74.52,Mobile App,Shopping
T000194_010,C000194,2026-07-20,Debit,56.0,Internet Banking,Bills
T000194_011,C000194,2026-08-19,Debit,125.92,POS,Shopping
T000194_012,C000194,2026-08-23,Debit,48.49,Internet Banking,Shopping
T000194_013,C000194,2026-05-02,Credit,77.92,POS,Shopping
T000194_014,C000194,2026-08-24,Credit,86.33,Mobile App,Shopping
T000194_015,C000194,2026-08-23,Debit,40.0,Internet Banking,Investment
T000194_016,C000194,2026-06-11,Credit,90.99,ATM,Travel
T000194_017,C000194,2026-08-08,Debit,68.49,Mobile App,Shopping
T000194_018,C000194,2026-07-05,Credit,84.92,ATM,Food
T000194_019,C000194,2026-07-05,Debit,40.0,Branch,Bills
T000194_020,C000194,2026-08-18,Credit,40.0,Mobile App,Bills
T000194_021,C000194,2026-08-03,Debit,40.0,ATM,Investment
T000194_022,C000194,2026-07-01,Debit,49.0,Mobile App,Travel
T000194_023,C000194,2026-08-19,Debit,49.76,Internet Banking,Food
T000194_024,C000194,2026-08-24,Debit,75.48,POS,Cash
T000194_025,C000194,2026-07-13,Debit,40.0,ATM,Transfer
T000194_026,C000194,2026-05-04,Debit,41.04,Mobile App,Investment
T000194_027,C000194,2026-07-18,Debit,54.68,Internet Banking,Travel
T000194_028,C000194,2026-08-18,Debit,70.48,Mobile App,Cash
T000194_029,C000194,2026-08-20,Debit,43.71,Branch,Transfer
T000194_030,C000194,2026-07-15,Debit,40.0,Internet Banking,Shopping
T000194_031,C000194,2026-07-26,Credit,46.68,Mobile App,Cash
T000194_032,C000194,2026-08-13,Debit,41.4,Mobile App,Cash
T000194_033,C000194,2026-06-22,Debit,43.77,ATM,Other
T000194_034,C000194,2026-08-22,Debit,41.37,Mobile App,Food
T000194_035,C000194,2026-08-03,Credit,53.55,Branch,Other
T000194_036,C000194,2026-07-10,Debit,94.62,Mobile App,Travel
T000194_037,C000194,2026-07-03,Debit,74.12,Mobile App,Transfer
T000195_001,C000195,2025-12-14,Debit,45.45,Internet Banking,Cash
T000195_002,C000195,2026-03-10,Debit,123.18,Mobile App,Bills
T000195_003,C000195,2026-05-20,Credit,222.62,Branch,Cash
T000195_004,C000195,2026-01-27,Debit,77.79,Branch,Other
T000195_005,C000195,2026-03-04,Debit,75.97,Mobile App,Food
T000195_006,C000195,2026-04-20,Credit,58.56,Branch,Travel
T000195_007,C000195,2026-04-19,Debit,121.45,POS,Investment
T000195_008,C000195,2026-03-23,Credit,90.28,Internet Banking,Travel
T000195_009,C000195,2026-05-17,Debit,84.61,Mobile App,Bills
T000195_010,C000195,2026-03-06,Debit,148.96,Branch,Shopping
T000195_011,C000195,2026-04-30,Credit,65.9,POS,Shopping
T000195_012,C000195,2026-05-14,Debit,212.07,Internet Banking,Cash
T000195_013,C000195,2026-05-16,Debit,111.25,Branch,Travel
T000195_014,C000195,2026-01-27,Credit,40.0,ATM,Transfer
T000195_015,C000195,2026-04-28,Debit,104.44,Branch,Other
T000195_016,C000195,2026-05-23,Debit,44.77,Mobile App,Transfer
T000195_017,C000195,2026-05-21,Debit,85.4,Branch,Cash
T000195_018,C000195,2026-05-08,Debit,161.69,Mobile App,Investment
T000196_001,C000196,2026-08-21,Credit,40.0,Mobile App,Cash
T000196_002,C000196,2026-08-01,Debit,40.36,ATM,Investment
T000196_003,C000196,2026-08-23,Debit,54.84,Internet Banking,Other
T000196_004,C000196,2026-08-25,Debit,56.76,Branch,Investment
T000196_005,C000196,2026-08-29,Debit,40.0,Mobile App,Shopping
T000196_006,C000196,2026-06-19,Debit,73.41,POS,Other
T000196_007,C000196,2026-08-18,Debit,78.55,Mobile App,Shopping
T000196_008,C000196,2026-08-11,Debit,40.0,Branch,Investment
T000196_009,C000196,2026-08-18,Debit,50.75,Branch,Transfer
T000196_010,C000196,2026-08-11,Debit,50.03,Internet Banking,Food
T000196_011,C000196,2026-07-06,Debit,108.36,Branch,Shopping
T000196_012,C000196,2026-05-31,Debit,50.93,Mobile App,Food
T000196_013,C000196,2026-07-22,Debit,61.91,Branch,Food
T000196_014,C000196,2026-08-16,Debit,48.4,Branch,Transfer
T000196_015,C000196,2026-08-24,Debit,40.0,Mobile App,Investment
T000196_016,C000196,2026-08-09,Debit,40.0,Internet Banking,Other
T000196_017,C000196,2026-02-13,Debit,44.73,POS,Transfer
T000196_018,C000196,2026-08-26,Debit,45.49,Mobile App,Travel
T000196_019,C000196,2026-08-12,Debit,40.0,Internet Banking,Transfer
T000196_020,C000196,2026-08-10,Debit,51.2,Internet Banking,Cash
T000196_021,C000196,2026-08-25,Debit,41.74,ATM,Food
T000196_022,C000196,2026-08-11,Debit,117.31,Mobile App,Travel
T000196_023,C000196,2026-08-15,Debit,73.58,ATM,Transfer
T000196_024,C000196,2026-08-15,Credit,55.2,POS,Shopping
T000196_025,C000196,2026-06-10,Debit,91.14,ATM,Food
T000196_026,C000196,2026-08-27,Credit,120.27,Branch,Investment
T000196_027,C000196,2026-08-26,Debit,40.0,Mobile App,Food
T000196_028,C000196,2026-07-14,Debit,76.94,ATM,Investment
T000196_029,C000196,2026-08-17,Debit,40.0,Mobile App,Food
T000196_030,C000196,2026-08-17,Debit,40.0,Branch,Travel
T000196_031,C000196,2026-08-07,Debit,75.7,Internet Banking,Investment
T000196_032,C000196,2026-08-10,Debit,45.46,Internet Banking,Travel
T000196_033,C000196,2026-08-05,Debit,98.66,POS,Other
T000196_034,C000196,2026-08-10,Debit,40.0,Mobile App,Investment
T000196_035,C000196,2026-08-28,Debit,43.23,ATM,Transfer
T000196_036,C000196,2026-08-09,Debit,40.0,POS,Cash
T000196_037,C000196,2026-07-25,Debit,84.74,ATM,Transfer
T000196_038,C000196,2026-08-14,Credit,55.49,Mobile App,Shopping
T000196_039,C000196,2026-07-25,Debit,40.0,Mobile App,Transfer
T000196_040,C000196,2026-08-14,Debit,108.99,Internet Banking,Shopping
T000196_041,C000196,2026-08-19,Credit,48.78,Mobile App,Food
T000196_042,C000196,2026-07-23,Debit,60.07,Mobile App,Bills
T000197_001,C000197,2026-07-20,Debit,126.57,Internet Banking,Investment
T000197_002,C000197,2026-08-03,Debit,56.71,Mobile App,Food
T000197_003,C000197,2026-08-09,Debit,44.72,Internet Banking,Investment
T000197_004,C000197,2026-07-15,Debit,80.77,Mobile App,Travel
T000197_005,C000197,2026-08-17,Debit,95.43,Mobile App,Investment
T000197_006,C000197,2026-07-31,Debit,141.06,POS,Other
T000197_007,C000197,2026-08-05,Credit,105.28,POS,Other
T000197_008,C000197,2026-05-07,Debit,86.77,Mobile App,Bills
T000197_009,C000197,2026-05-16,Debit,186.15,Branch,Cash
T000197_010,C000197,2026-08-12,Credit,71.72,Mobile App,Cash
T000197_011,C000197,2026-08-18,Credit,104.86,Branch,Food
T000197_012,C000197,2026-08-05,Debit,49.11,Internet Banking,Bills
T000197_013,C000197,2026-07-29,Credit,105.23,Mobile App,Other
T000197_014,C000197,2026-07-27,Debit,93.52,Mobile App,Bills
T000197_015,C000197,2026-08-11,Debit,99.96,Mobile App,Investment
T000197_016,C000197,2026-07-27,Credit,229.67,Mobile App,Investment
T000197_017,C000197,2026-08-15,Credit,89.36,ATM,Transfer
T000197_018,C000197,2026-06-22,Debit,195.17,Mobile App,Other
T000197_019,C000197,2026-08-09,Debit,75.23,Mobile App,Cash
T000197_020,C000197,2026-08-19,Credit,68.5,Internet Banking,Investment
T000197_021,C000197,2026-08-16,Debit,87.6,Mobile App,Transfer
T000197_022,C000197,2026-06-21,Debit,40.0,Branch,Food
T000197_023,C000197,2026-06-04,Credit,96.2,Internet Banking,Other
T000197_024,C000197,2026-08-09,Debit,81.44,Mobile App,Cash
T000197_025,C000197,2026-07-07,Debit,46.7,Mobile App,Other
T000197_026,C000197,2026-07-16,Credit,79.44,Branch,Transfer
T000197_027,C000197,2026-08-19,Debit,185.17,Mobile App,Investment
T000197_028,C000197,2026-08-02,Debit,58.47,Branch,Travel
T000197_029,C000197,2026-07-16,Credit,196.31,POS,Cash
T000197_030,C000197,2026-07-14,Credit,131.81,Branch,Food
T000197_031,C000197,2026-07-20,Debit,113.35,Mobile App,Bills
T000197_032,C000197,2026-08-02,Debit,133.33,Internet Banking,Food
T000197_033,C000197,2026-08-12,Debit,63.82,ATM,Shopping
T000197_034,C000197,2026-08-06,Debit,202.9,POS,Travel
T000197_035,C000197,2026-07-01,Credit,127.52,Mobile App,Shopping
T000198_001,C000198,2026-08-06,Debit,44.56,Internet Banking,Transfer
T000198_002,C000198,2026-07-30,Credit,57.26,POS,Bills
T000198_003,C000198,2026-06-09,Debit,69.52,Mobile App,Travel
T000198_004,C000198,2026-07-26,Credit,53.57,ATM,Bills
T000198_005,C000198,2026-07-07,Credit,77.82,Branch,Cash
T000198_006,C000198,2026-08-10,Credit,45.84,Mobile App,Travel
T000198_007,C000198,2026-07-27,Debit,114.65,POS,Bills
T000198_008,C000198,2026-07-18,Credit,47.85,Branch,Transfer
T000198_009,C000198,2026-06-25,Credit,49.85,Branch,Cash
T000198_010,C000198,2026-07-30,Debit,63.37,Mobile App,Cash
T000198_011,C000198,2026-06-13,Credit,53.48,Internet Banking,Investment
T000198_012,C000198,2026-07-23,Debit,40.0,Mobile App,Cash
T000198_013,C000198,2026-08-08,Credit,51.24,Branch,Bills
T000198_014,C000198,2026-07-30,Debit,40.97,Internet Banking,Cash
T000198_015,C000198,2026-08-10,Credit,67.74,Mobile App,Bills
T000198_016,C000198,2026-06-10,Debit,95.15,Branch,Cash
T000198_017,C000198,2026-07-24,Debit,45.08,Branch,Cash
T000198_018,C000198,2026-08-10,Debit,67.8,Mobile App,Shopping
T000198_019,C000198,2026-08-10,Credit,133.21,ATM,Other
T000198_020,C000198,2026-08-06,Debit,85.52,POS,Bills
T000198_021,C000198,2026-06-25,Credit,82.32,Mobile App,Transfer
T000198_022,C000198,2026-06-27,Debit,91.9,POS,Food
T000198_023,C000198,2026-05-10,Debit,40.0,ATM,Investment
T000198_024,C000198,2026-07-18,Debit,74.23,Internet Banking,Cash
T000198_025,C000198,2026-08-15,Credit,74.23,Internet Banking,Cash
T000198_026,C000198,2026-07-25,Credit,57.36,Internet Banking,Shopping
T000198_027,C000198,2026-08-01,Debit,86.14,Internet Banking,Bills
T000198_028,C000198,2026-05-30,Credit,138.25,POS,Bills
T000198_029,C000198,2026-08-12,Credit,42.25,Mobile App,Shopping
T000198_030,C000198,2026-07-30,Debit,74.07,Mobile App,Other
T000198_031,C000198,2026-07-05,Debit,59.31,Mobile App,Investment
T000198_032,C000198,2026-08-01,Debit,40.0,Internet Banking,Cash
T000198_033,C000198,2026-07-23,Debit,88.97,ATM,Bills
T000198_034,C000198,2026-08-11,Credit,40.0,ATM,Food
T000198_035,C000198,2026-07-08,Debit,40.27,Mobile App,Bills
T000198_036,C000198,2026-07-16,Credit,67.06,Mobile App,Transfer
T000198_037,C000198,2026-06-21,Credit,47.01,Mobile App,Transfer
T000198_038,C000198,2026-07-15,Credit,63.99,ATM,Other
T000198_039,C000198,2026-07-08,Debit,53.9,Internet Banking,Bills
T000198_040,C000198,2026-06-03,Credit,120.85,Mobile App,Shopping
T000198_041,C000198,2026-08-06,Credit,93.94,Internet Banking,Shopping
T000199_001,C000199,2026-08-14,Debit,61.53,Mobile App,Bills
T000199_002,C000199,2026-08-16,Credit,109.77,Branch,Bills
T000199_003,C000199,2026-08-03,Debit,51.29,Mobile App,Transfer
T000199_004,C000199,2026-07-31,Debit,85.7,Mobile App,Transfer
T000199_005,C000199,2026-08-13,Debit,52.48,POS,Shopping
T000199_006,C000199,2026-07-30,Debit,47.59,Internet Banking,Bills
T000199_007,C000199,2026-07-23,Debit,74.35,POS,Bills
T000199_008,C000199,2026-08-01,Debit,49.46,Branch,Shopping
T000199_009,C000199,2026-07-07,Debit,168.5,POS,Bills
T000199_010,C000199,2026-08-03,Debit,85.1,Branch,Investment
T000199_011,C000199,2026-07-20,Debit,46.99,Mobile App,Cash
T000199_012,C000199,2026-07-13,Debit,58.86,Mobile App,Transfer
T000199_013,C000199,2026-06-26,Debit,42.31,Branch,Food
T000199_014,C000199,2026-08-27,Debit,55.62,POS,Bills
T000199_015,C000199,2026-08-04,Debit,46.32,Internet Banking,Transfer
T000199_016,C000199,2026-08-18,Debit,40.0,Branch,Bills
T000199_017,C000199,2026-08-26,Debit,40.0,Internet Banking,Other
T000199_018,C000199,2026-08-25,Debit,78.76,Branch,Transfer
T000199_019,C000199,2026-07-30,Debit,74.75,Internet Banking,Transfer
T000199_020,C000199,2026-07-20,Credit,123.33,ATM,Cash
T000199_021,C000199,2026-06-16,Credit,40.0,Mobile App,Food
T000199_022,C000199,2026-08-15,Debit,119.41,Branch,Cash
T000199_023,C000199,2026-07-09,Debit,62.47,Internet Banking,Food
T000199_024,C000199,2026-08-17,Debit,68.15,Internet Banking,Food
T000199_025,C000199,2026-08-17,Debit,75.73,ATM,Bills
T000199_026,C000199,2026-06-10,Debit,90.78,POS,Investment
T000199_027,C000199,2026-07-31,Debit,65.63,Mobile App,Travel
T000199_028,C000199,2026-07-15,Debit,50.03,Branch,Bills
T000199_029,C000199,2026-08-24,Debit,44.8,Branch,Bills
T000199_030,C000199,2026-08-09,Debit,40.56,ATM,Investment
T000199_031,C000199,2026-08-01,Credit,67.41,Branch,Transfer
T000199_032,C000199,2026-07-22,Credit,53.69,Mobile App,Investment
T000199_033,C000199,2026-08-22,Credit,91.89,Branch,Shopping
T000199_034,C000199,2026-07-27,Debit,47.47,Branch,Other
T000199_035,C000199,2026-08-14,Debit,77.65,ATM,Investment
T000199_036,C000199,2026-06-21,Debit,64.18,Branch,Food
T000199_037,C000199,2026-08-17,Debit,95.75,Internet Banking,Other
T000199_038,C000199,2026-08-17,Debit,40.0,Branch,Food
T000199_039,C000199,2026-08-24,Debit,43.49,Internet Banking,Food
T000199_040,C000199,2026-07-23,Debit,78.52,Mobile App,Investment
T000199_041,C000199,2026-08-19,Debit,82.51,ATM,Cash
T000199_042,C000199,2026-08-07,Credit,65.04,Branch,Other
T000199_043,C000199,2026-08-21,Debit,99.44,Branch,Travel
T000199_044,C000199,2026-08-26,Credit,82.82,Branch,Cash
T000199_045,C000199,2026-08-09,Debit,98.92,Branch,Food
T000199_046,C000199,2026-08-22,Debit,40.0,POS,Investment
T000199_047,C000199,2026-07-15,Debit,52.81,Internet Banking,Food
T000200_001,C000200,2026-08-14,Credit,71.04,Mobile App,Food
T000200_002,C000200,2026-07-19,Debit,118.93,Mobile App,Cash
T000200_003,C000200,2026-07-11,Debit,77.47,Mobile App,Transfer
T000200_004,C000200,2026-08-16,Debit,143.99,Mobile App,Food
T000200_005,C000200,2026-04-30,Debit,61.87,Internet Banking,Transfer
T000200_006,C000200,2026-08-16,Debit,88.31,Mobile App,Other
T000200_007,C000200,2026-08-14,Credit,83.91,Mobile App,Bills
T000200_008,C000200,2026-06-15,Debit,69.72,Mobile App,Other
T000200_009,C000200,2026-08-08,Debit,85.24,Mobile App,Bills
T000200_010,C000200,2026-08-14,Debit,61.08,Branch,Food
T000200_011,C000200,2026-08-04,Debit,61.46,POS,Travel
T000200_012,C000200,2026-06-13,Debit,145.97,Branch,Food
T000200_013,C000200,2026-06-09,Debit,40.0,Internet Banking,Investment
T000200_014,C000200,2026-08-03,Debit,63.11,Internet Banking,Bills
T000200_015,C000200,2026-08-05,Debit,115.33,Internet Banking,Bills
T000200_016,C000200,2026-08-18,Debit,121.53,Internet Banking,Other
T000200_017,C000200,2026-08-10,Credit,66.39,ATM,Shopping
T000200_018,C000200,2026-08-20,Debit,58.61,Mobile App,Cash
T000200_019,C000200,2026-08-16,Credit,40.0,Mobile App,Shopping
T000200_020,C000200,2026-06-24,Debit,66.18,Mobile App,Food
T000200_021,C000200,2026-08-13,Credit,98.95,Internet Banking,Shopping
T000200_022,C000200,2026-07-20,Debit,47.44,Mobile App,Bills
T000200_023,C000200,2026-08-04,Credit,42.09,Mobile App,Cash
T000200_024,C000200,2026-07-25,Credit,67.46,Branch,Investment
T000200_025,C000200,2026-08-16,Debit,123.69,Mobile App,Investment
T000200_026,C000200,2026-06-29,Debit,49.11,Mobile App,Other
T000200_027,C000200,2026-08-05,Debit,40.0,Branch,Travel
T000200_028,C000200,2026-08-19,Debit,139.55,Branch,Cash
T000200_029,C000200,2026-08-09,Debit,111.15,ATM,Travel
