customer_id,product_id,product_name,product_type,category,indicative_rate,minimum_value,priority,already_owned,eligible,annual_income,average_account_balance,monthly_spending,transaction_count,recency_days,digital_usage_score,products_held,engagement_score,average_suitability_score,recommendation_acceptance_rate,recommendation_conversion_rate,debit_ratio,credit_ratio,spending_trend,primary_segment,customer_persona,retention_risk,cross_sell_opportunity,genai_targeting_priority
C000154,P008,Premium Banking,Banking,Premium,0.0,1000000,5,True,False,277378,394042,13791.02,56,27.6,1.0,7,0.512,0.5014000000000001,0.0,0.0,0.862,0.138,0.184,Premium High-Value,Premium Digital Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3
C000155,P003,Rewards Credit Card,Credit Card,Cards,0.28,30000,2,False,True,69887,189480,3298.24,8,177.9,0.17,1,0.253,0.2884,0.2,1.0,0.932,0.068,-0.17,Dormant / Declining,Dormant Reactivation Target,Critical Risk,Low Cross-Sell Opportunity,Priority 4
C000155,P004,Personal Loan,Loan,Lending,0.115,75000,3,False,True,69887,189480,3298.24,8,177.9,0.17,1,0.253,0.2884,0.2,1.0,0.932,0.068,-0.17,Dormant / Declining,Dormant Reactivation Target,Critical Risk,Low Cross-Sell Opportunity,Priority 4
C000155,P005,Home Loan,Loan,Lending,0.082,500000,4,False,True,69887,189480,3298.24,8,177.9,0.17,1,0.253,0.2884,0.2,1.0,0.932,0.068,-0.17,Dormant / Declining,Dormant Reactivation Target,Critical Risk,Low Cross-Sell Opportunity,Priority 4
C000155,P006,Mutual Fund Plan,Investment,Wealth,0.1,10000,3,False,True,69887,189480,3298.24,8,177.9,0.17,1,0.253,0.2884,0.2,1.0,0.932,0.068,-0.17,Dormant / Declining,Dormant Reactivation Target,Critical Risk,Low Cross-Sell Opportunity,Priority 4
C000155,P007,Term Insurance,Insurance,Protection,0.0,500000,3,False,True,69887,189480,3298.24,8,177.9,0.17,1,0.253,0.2884,0.2,1.0,0.932,0.068,-0.17,Dormant / Declining,Dormant Reactivation Target,Critical Risk,Low Cross-Sell Opportunity,Priority 4
C000155,P008,Premium Banking,Banking,Premium,0.0,1000000,5,False,True,69887,189480,3298.24,8,177.9,0.17,1,0.253,0.2884,0.2,1.0,0.932,0.068,-0.17,Dormant / Declining,Dormant Reactivation Target,Critical Risk,Low Cross-Sell Opportunity,Priority 4
C000156,P003,Rewards Credit Card,Credit Card,Cards,0.28,30000,2,False,True,60024,461213,2679.14,32,4.4,0.95,1,0.564,0.538,0.0,0.0,0.71,0.29,-0.028,Core Active,Core Digital Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3
C000156,P004,Personal Loan,Loan,Lending,0.115,75000,3,False,True,60024,461213,2679.14,32,4.4,0.95,1,0.564,0.538,0.0,0.0,0.71,0.29,-0.028,Core Active,Core Digital Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3
C000156,P005,Home Loan,Loan,Lending,0.082,500000,4,False,True,60024,461213,2679.14,32,4.4,0.95,1,0.564,0.538,0.0,0.0,0.71,0.29,-0.028,Core Active,Core Digital Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3
C000156,P006,Mutual Fund Plan,Investment,Wealth,0.1,10000,3,False,True,60024,461213,2679.14,32,4.4,0.95,1,0.564,0.538,0.0,0.0,0.71,0.29,-0.028,Core Active,Core Digital Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3
C000156,P007,Term Insurance,Insurance,Protection,0.0,500000,3,False,True,60024,461213,2679.14,32,4.4,0.95,1,0.564,0.538,0.0,0.0,0.71,0.29,-0.028,Core Active,Core Digital Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3
C000156,P008,Premium Banking,Banking,Premium,0.0,1000000,5,False,True,60024,461213,2679.14,32,4.4,0.95,1,0.564,0.538,0.0,0.0,0.71,0.29,-0.028,Core Active,Core Digital Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3
C000157,P003,Rewards Credit Card,Credit Card,Cards,0.28,30000,2,True,False,143254,585587,5135.43,55,4.1,0.675,3,0.744,0.618,0.6666666666666666,0.0,0.684,0.316,0.014,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2
C000157,P004,Personal Loan,Loan,Lending,0.115,75000,3,False,True,143254,585587,5135.43,55,4.1,0.675,3,0.744,0.618,0.6666666666666666,0.0,0.684,0.316,0.014,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2
C000157,P005,Home Loan,Loan,Lending,0.082,500000,4,False,True,143254,585587,5135.43,55,4.1,0.675,3,0.744,0.618,0.6666666666666666,0.0,0.684,0.316,0.014,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2
C000157,P006,Mutual Fund Plan,Investment,Wealth,0.1,10000,3,False,True,143254,585587,5135.43,55,4.1,0.675,3,0.744,0.618,0.6666666666666666,0.0,0.684,0.316,0.014,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2
C000157,P007,Term Insurance,Insurance,Protection,0.0,500000,3,False,True,143254,585587,5135.43,55,4.1,0.675,3,0.744,0.618,0.6666666666666666,0.0,0.684,0.316,0.014,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2
C000157,P008,Premium Banking,Banking,Premium,0.0,1000000,5,False,True,143254,585587,5135.43,55,4.1,0.675,3,0.744,0.618,0.6666666666666666,0.0,0.684,0.316,0.014,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2
C000158,P003,Rewards Credit Card,Credit Card,Cards,0.28,30000,2,False,True,44927,178776,1232.85,29,8.7,0.817,1,0.602,0.4305,0.25,0.0,0.78,0.22,-0.05,Core Active,Core Digital Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3
C000158,P004,Personal Loan,Loan,Lending,0.115,75000,3,False,True,44927,178776,1232.85,29,8.7,0.817,1,0.602,0.4305,0.25,0.0,0.78,0.22,-0.05,Core Active,Core Digital Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3
C000158,P005,Home Loan,Loan,Lending,0.082,500000,4,False,True,44927,178776,1232.85,29,8.7,0.817,1,0.602,0.4305,0.25,0.0,0.78,0.22,-0.05,Core Active,Core Digital Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3
C000158,P006,Mutual Fund Plan,Investment,Wealth,0.1,10000,3,False,True,44927,178776,1232.85,29,8.7,0.817,1,0.602,0.4305,0.25,0.0,0.78,0.22,-0.05,Core Active,Core Digital Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3
C000158,P007,Term Insurance,Insurance,Protection,0.0,500000,3,False,True,44927,178776,1232.85,29,8.7,0.817,1,0.602,0.4305,0.25,0.0,0.78,0.22,-0.05,Core Active,Core Digital Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3
C000158,P008,Premium Banking,Banking,Premium,0.0,1000000,5,False,True,44927,178776,1232.85,29,8.7,0.817,1,0.602,0.4305,0.25,0.0,0.78,0.22,-0.05,Core Active,Core Digital Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3
C000159,P003,Rewards Credit Card,Credit Card,Cards,0.28,30000,2,True,False,68347,531907,3229.14,37,13.6,0.765,1,0.765,0.4606666666666667,0.3333333333333333,1.0,0.749,0.251,-0.026,Core Active,Core Digital Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 2
C000159,P004,Personal Loan,Loan,Lending,0.115,75000,3,False,True,68347,531907,3229.14,37,13.6,0.765,1,0.765,0.4606666666666667,0.3333333333333333,1.0,0.749,0.251,-0.026,Core Active,Core Digital Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 2
C000159,P005,Home Loan,Loan,Lending,0.082,500000,4,False,True,68347,531907,3229.14,37,13.6,0.765,1,0.765,0.4606666666666667,0.3333333333333333,1.0,0.749,0.251,-0.026,Core Active,Core Digital Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 2
C000159,P006,Mutual Fund Plan,Investment,Wealth,0.1,10000,3,False,True,68347,531907,3229.14,37,13.6,0.765,1,0.765,0.4606666666666667,0.3333333333333333,1.0,0.749,0.251,-0.026,Core Active,Core Digital Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 2
C000159,P007,Term Insurance,Insurance,Protection,0.0,500000,3,False,True,68347,531907,3229.14,37,13.6,0.765,1,0.765,0.4606666666666667,0.3333333333333333,1.0,0.749,0.251,-0.026,Core Active,Core Digital Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 2
C000159,P008,Premium Banking,Banking,Premium,0.0,1000000,5,False,True,68347,531907,3229.14,37,13.6,0.765,1,0.765,0.4606666666666667,0.3333333333333333,1.0,0.749,0.251,-0.026,Core Active,Core Digital Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 2
C000160,P003,Rewards Credit Card,Credit Card,Cards,0.28,30000,2,False,True,68260,117353,1000.0,19,88.1,0.591,1,0.356,0.375,0.6,0.3333333333333333,0.911,0.089,0.045,At Risk,At-Risk Engagement Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 3
C000160,P004,Personal Loan,Loan,Lending,0.115,75000,3,False,True,68260,117353,1000.0,19,88.1,0.591,1,0.356,0.375,0.6,0.3333333333333333,0.911,0.089,0.045,At Risk,At-Risk Engagement Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 3
C000160,P005,Home Loan,Loan,Lending,0.082,500000,4,False,True,68260,117353,1000.0,19,88.1,0.591,1,0.356,0.375,0.6,0.3333333333333333,0.911,0.089,0.045,At Risk,At-Risk Engagement Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 3
C000160,P006,Mutual Fund Plan,Investment,Wealth,0.1,10000,3,False,True,68260,117353,1000.0,19,88.1,0.591,1,0.356,0.375,0.6,0.3333333333333333,0.911,0.089,0.045,At Risk,At-Risk Engagement Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 3
C000160,P007,Term Insurance,Insurance,Protection,0.0,500000,3,False,True,68260,117353,1000.0,19,88.1,0.591,1,0.356,0.375,0.6,0.3333333333333333,0.911,0.089,0.045,At Risk,At-Risk Engagement Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 3
C000160,P008,Premium Banking,Banking,Premium,0.0,1000000,5,False,True,68260,117353,1000.0,19,88.1,0.591,1,0.356,0.375,0.6,0.3333333333333333,0.911,0.089,0.045,At Risk,At-Risk Engagement Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 3
C000161,P003,Rewards Credit Card,Credit Card,Cards,0.28,30000,2,True,False,51098,182743,2580.03,17,1.1,0.652,2,0.416,0.4342499999999999,0.75,0.0,0.71,0.29,-0.164,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3
C000161,P004,Personal Loan,Loan,Lending,0.115,75000,3,False,True,51098,182743,2580.03,17,1.1,0.652,2,0.416,0.4342499999999999,0.75,0.0,0.71,0.29,-0.164,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3
C000161,P005,Home Loan,Loan,Lending,0.082,500000,4,False,True,51098,182743,2580.03,17,1.1,0.652,2,0.416,0.4342499999999999,0.75,0.0,0.71,0.29,-0.164,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3
C000161,P006,Mutual Fund Plan,Investment,Wealth,0.1,10000,3,False,True,51098,182743,2580.03,17,1.1,0.652,2,0.416,0.4342499999999999,0.75,0.0,0.71,0.29,-0.164,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3
C000161,P007,Term Insurance,Insurance,Protection,0.0,500000,3,False,True,51098,182743,2580.03,17,1.1,0.652,2,0.416,0.4342499999999999,0.75,0.0,0.71,0.29,-0.164,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3
C000161,P008,Premium Banking,Banking,Premium,0.0,1000000,5,False,True,51098,182743,2580.03,17,1.1,0.652,2,0.416,0.4342499999999999,0.75,0.0,0.71,0.29,-0.164,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3
C000162,P003,Rewards Credit Card,Credit Card,Cards,0.28,30000,2,False,True,75982,243664,3684.42,33,7.4,0.801,2,0.598,0.4722,0.2,0.0,0.843,0.157,-0.06,Core Active,Core Digital Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3
C000162,P004,Personal Loan,Loan,Lending,0.115,75000,3,False,True,75982,243664,3684.42,33,7.4,0.801,2,0.598,0.4722,0.2,0.0,0.843,0.157,-0.06,Core Active,Core Digital Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3
C000162,P005,Home Loan,Loan,Lending,0.082,500000,4,False,True,75982,243664,3684.42,33,7.4,0.801,2,0.598,0.4722,0.2,0.0,0.843,0.157,-0.06,Core Active,Core Digital Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3
C000162,P006,Mutual Fund Plan,Investment,Wealth,0.1,10000,3,False,True,75982,243664,3684.42,33,7.4,0.801,2,0.598,0.4722,0.2,0.0,0.843,0.157,-0.06,Core Active,Core Digital Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3
C000162,P007,Term Insurance,Insurance,Protection,0.0,500000,3,False,True,75982,243664,3684.42,33,7.4,0.801,2,0.598,0.4722,0.2,0.0,0.843,0.157,-0.06,Core Active,Core Digital Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3
C000162,P008,Premium Banking,Banking,Premium,0.0,1000000,5,False,True,75982,243664,3684.42,33,7.4,0.801,2,0.598,0.4722,0.2,0.0,0.843,0.157,-0.06,Core Active,Core Digital Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3
C000163,P003,Rewards Credit Card,Credit Card,Cards,0.28,30000,2,True,False,332809,1175853,18053.63,61,5.4,0.382,6,0.666,0.5375,0.5,0.0,0.675,0.325,0.044,Premium High-Value,Premium Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2
C000163,P004,Personal Loan,Loan,Lending,0.115,75000,3,True,False,332809,1175853,18053.63,61,5.4,0.382,6,0.666,0.5375,0.5,0.0,0.675,0.325,0.044,Premium High-Value,Premium Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2
C000163,P005,Home Loan,Loan,Lending,0.082,500000,4,False,True,332809,1175853,18053.63,61,5.4,0.382,6,0.666,0.5375,0.5,0.0,0.675,0.325,0.044,Premium High-Value,Premium Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2
C000163,P006,Mutual Fund Plan,Investment,Wealth,0.1,10000,3,True,False,332809,1175853,18053.63,61,5.4,0.382,6,0.666,0.5375,0.5,0.0,0.675,0.325,0.044,Premium High-Value,Premium Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2
C000163,P007,Term Insurance,Insurance,Protection,0.0,500000,3,True,False,332809,1175853,18053.63,61,5.4,0.382,6,0.666,0.5375,0.5,0.0,0.675,0.325,0.044,Premium High-Value,Premium Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2
C000163,P008,Premium Banking,Banking,Premium,0.0,1000000,5,True,False,332809,1175853,18053.63,61,5.4,0.382,6,0.666,0.5375,0.5,0.0,0.675,0.325,0.044,Premium High-Value,Premium Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2
C000164,P003,Rewards Credit Card,Credit Card,Cards,0.28,30000,2,True,False,162658,954344,11053.86,55,14.3,0.531,2,0.57,0.542,0.4,0.0,0.522,0.478,0.119,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2
C000164,P004,Personal Loan,Loan,Lending,0.115,75000,3,False,True,162658,954344,11053.86,55,14.3,0.531,2,0.57,0.542,0.4,0.0,0.522,0.478,0.119,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2
C000164,P005,Home Loan,Loan,Lending,0.082,500000,4,False,True,162658,954344,11053.86,55,14.3,0.531,2,0.57,0.542,0.4,0.0,0.522,0.478,0.119,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2
C000164,P006,Mutual Fund Plan,Investment,Wealth,0.1,10000,3,False,True,162658,954344,11053.86,55,14.3,0.531,2,0.57,0.542,0.4,0.0,0.522,0.478,0.119,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2
C000164,P007,Term Insurance,Insurance,Protection,0.0,500000,3,False,True,162658,954344,11053.86,55,14.3,0.531,2,0.57,0.542,0.4,0.0,0.522,0.478,0.119,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2
C000164,P008,Premium Banking,Banking,Premium,0.0,1000000,5,False,True,162658,954344,11053.86,55,14.3,0.531,2,0.57,0.542,0.4,0.0,0.522,0.478,0.119,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2
C000165,P003,Rewards Credit Card,Credit Card,Cards,0.28,30000,2,False,True,51731,174804,2081.7,30,4.1,0.721,1,0.547,0.3485,1.0,0.0,0.761,0.239,-0.034,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3
C000165,P004,Personal Loan,Loan,Lending,0.115,75000,3,False,True,51731,174804,2081.7,30,4.1,0.721,1,0.547,0.3485,1.0,0.0,0.761,0.239,-0.034,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3
C000165,P005,Home Loan,Loan,Lending,0.082,500000,4,False,True,51731,174804,2081.7,30,4.1,0.721,1,0.547,0.3485,1.0,0.0,0.761,0.239,-0.034,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3
C000165,P006,Mutual Fund Plan,Investment,Wealth,0.1,10000,3,False,True,51731,174804,2081.7,30,4.1,0.721,1,0.547,0.3485,1.0,0.0,0.761,0.239,-0.034,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3
C000165,P007,Term Insurance,Insurance,Protection,0.0,500000,3,False,True,51731,174804,2081.7,30,4.1,0.721,1,0.547,0.3485,1.0,0.0,0.761,0.239,-0.034,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3
C000165,P008,Premium Banking,Banking,Premium,0.0,1000000,5,False,True,51731,174804,2081.7,30,4.1,0.721,1,0.547,0.3485,1.0,0.0,0.761,0.239,-0.034,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3
C000166,P003,Rewards Credit Card,Credit Card,Cards,0.28,30000,2,False,True,134740,452727,5976.8,38,4.7,0.636,2,0.667,0.5005,0.25,1.0,0.68,0.32,-0.018,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2
C000166,P004,Personal Loan,Loan,Lending,0.115,75000,3,True,False,134740,452727,5976.8,38,4.7,0.636,2,0.667,0.5005,0.25,1.0,0.68,0.32,-0.018,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2
C000166,P005,Home Loan,Loan,Lending,0.082,500000,4,False,True,134740,452727,5976.8,38,4.7,0.636,2,0.667,0.5005,0.25,1.0,0.68,0.32,-0.018,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2
C000166,P006,Mutual Fund Plan,Investment,Wealth,0.1,10000,3,True,False,134740,452727,5976.8,38,4.7,0.636,2,0.667,0.5005,0.25,1.0,0.68,0.32,-0.018,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2
C000166,P007,Term Insurance,Insurance,Protection,0.0,500000,3,False,True,134740,452727,5976.8,38,4.7,0.636,2,0.667,0.5005,0.25,1.0,0.68,0.32,-0.018,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2
C000166,P008,Premium Banking,Banking,Premium,0.0,1000000,5,False,True,134740,452727,5976.8,38,4.7,0.636,2,0.667,0.5005,0.25,1.0,0.68,0.32,-0.018,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2
C000167,P003,Rewards Credit Card,Credit Card,Cards,0.28,30000,2,True,False,187102,960338,8999.27,47,3.8,0.865,6,0.645,0.622,0.5,0.0,0.817,0.183,0.086,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2
C000167,P004,Personal Loan,Loan,Lending,0.115,75000,3,True,False,187102,960338,8999.27,47,3.8,0.865,6,0.645,0.622,0.5,0.0,0.817,0.183,0.086,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2
C000167,P005,Home Loan,Loan,Lending,0.082,500000,4,False,True,187102,960338,8999.27,47,3.8,0.865,6,0.645,0.622,0.5,0.0,0.817,0.183,0.086,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2
C000167,P006,Mutual Fund Plan,Investment,Wealth,0.1,10000,3,True,False,187102,960338,8999.27,47,3.8,0.865,6,0.645,0.622,0.5,0.0,0.817,0.183,0.086,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2
C000167,P007,Term Insurance,Insurance,Protection,0.0,500000,3,True,False,187102,960338,8999.27,47,3.8,0.865,6,0.645,0.622,0.5,0.0,0.817,0.183,0.086,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2
C000167,P008,Premium Banking,Banking,Premium,0.0,1000000,5,False,True,187102,960338,8999.27,47,3.8,0.865,6,0.645,0.622,0.5,0.0,0.817,0.183,0.086,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2
C000168,P003,Rewards Credit Card,Credit Card,Cards,0.28,30000,2,False,True,63657,195283,3520.16,25,32.1,0.496,2,0.599,0.279,0.0,0.0,0.821,0.179,-0.129,Core Active,Core Relationship Customer,Critical Risk,Moderate Cross-Sell Opportunity,Priority 4
C000168,P004,Personal Loan,Loan,Lending,0.115,75000,3,False,True,63657,195283,3520.16,25,32.1,0.496,2,0.599,0.279,0.0,0.0,0.821,0.179,-0.129,Core Active,Core Relationship Customer,Critical Risk,Moderate Cross-Sell Opportunity,Priority 4
C000168,P005,Home Loan,Loan,Lending,0.082,500000,4,False,True,63657,195283,3520.16,25,32.1,0.496,2,0.599,0.279,0.0,0.0,0.821,0.179,-0.129,Core Active,Core Relationship Customer,Critical Risk,Moderate Cross-Sell Opportunity,Priority 4
C000168,P006,Mutual Fund Plan,Investment,Wealth,0.1,10000,3,False,True,63657,195283,3520.16,25,32.1,0.496,2,0.599,0.279,0.0,0.0,0.821,0.179,-0.129,Core Active,Core Relationship Customer,Critical Risk,Moderate Cross-Sell Opportunity,Priority 4
C000168,P007,Term Insurance,Insurance,Protection,0.0,500000,3,True,False,63657,195283,3520.16,25,32.1,0.496,2,0.599,0.279,0.0,0.0,0.821,0.179,-0.129,Core Active,Core Relationship Customer,Critical Risk,Moderate Cross-Sell Opportunity,Priority 4
C000168,P008,Premium Banking,Banking,Premium,0.0,1000000,5,False,True,63657,195283,3520.16,25,32.1,0.496,2,0.599,0.279,0.0,0.0,0.821,0.179,-0.129,Core Active,Core Relationship Customer,Critical Risk,Moderate Cross-Sell Opportunity,Priority 4
C000169,P003,Rewards Credit Card,Credit Card,Cards,0.28,30000,2,False,True,67408,455367,2465.57,38,12.0,0.408,1,0.441,0.53325,0.25,0.0,0.675,0.325,0.05,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3
C000169,P004,Personal Loan,Loan,Lending,0.115,75000,3,False,True,67408,455367,2465.57,38,12.0,0.408,1,0.441,0.53325,0.25,0.0,0.675,0.325,0.05,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3
C000169,P005,Home Loan,Loan,Lending,0.082,500000,4,False,True,67408,455367,2465.57,38,12.0,0.408,1,0.441,0.53325,0.25,0.0,0.675,0.325,0.05,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3
C000169,P006,Mutual Fund Plan,Investment,Wealth,0.1,10000,3,False,True,67408,455367,2465.57,38,12.0,0.408,1,0.441,0.53325,0.25,0.0,0.675,0.325,0.05,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3
C000169,P007,Term Insurance,Insurance,Protection,0.0,500000,3,False,True,67408,455367,2465.57,38,12.0,0.408,1,0.441,0.53325,0.25,0.0,0.675,0.325,0.05,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3
C000169,P008,Premium Banking,Banking,Premium,0.0,1000000,5,False,True,67408,455367,2465.57,38,12.0,0.408,1,0.441,0.53325,0.25,0.0,0.675,0.325,0.05,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3
C000170,P003,Rewards Credit Card,Credit Card,Cards,0.28,30000,2,True,False,229080,1137322,11053.35,54,2.6,0.732,3,0.67,0.7145,0.75,0.3333333333333333,0.936,0.064,-0.088,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2
C000170,P004,Personal Loan,Loan,Lending,0.115,75000,3,False,True,229080,1137322,11053.35,54,2.6,0.732,3,0.67,0.7145,0.75,0.3333333333333333,0.936,0.064,-0.088,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2
C000170,P005,Home Loan,Loan,Lending,0.082,500000,4,False,True,229080,1137322,11053.35,54,2.6,0.732,3,0.67,0.7145,0.75,0.3333333333333333,0.936,0.064,-0.088,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2
C000170,P006,Mutual Fund Plan,Investment,Wealth,0.1,10000,3,False,True,229080,1137322,11053.35,54,2.6,0.732,3,0.67,0.7145,0.75,0.3333333333333333,0.936,0.064,-0.088,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2
C000170,P007,Term Insurance,Insurance,Protection,0.0,500000,3,True,False,229080,1137322,11053.35,54,2.6,0.732,3,0.67,0.7145,0.75,0.3333333333333333,0.936,0.064,-0.088,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2
C000170,P008,Premium Banking,Banking,Premium,0.0,1000000,5,False,True,229080,1137322,11053.35,54,2.6,0.732,3,0.67,0.7145,0.75,0.3333333333333333,0.936,0.064,-0.088,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2
C000171,P003,Rewards Credit Card,Credit Card,Cards,0.28,30000,2,True,False,136227,754819,7109.14,48,4.1,0.491,4,0.575,0.4934,0.2,1.0,0.736,0.264,-0.006,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2
C000171,P004,Personal Loan,Loan,Lending,0.115,75000,3,False,True,136227,754819,7109.14,48,4.1,0.491,4,0.575,0.4934,0.2,1.0,0.736,0.264,-0.006,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2
C000171,P005,Home Loan,Loan,Lending,0.082,500000,4,False,True,136227,754819,7109.14,48,4.1,0.491,4,0.575,0.4934,0.2,1.0,0.736,0.264,-0.006,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2
