customer_id,age,customer_tenure_years,annual_income,average_account_balance,monthly_spending,transaction_count,average_transaction_amount_x,recency_days,debit_ratio,credit_ratio,digital_usage_score,mobile_app_login_frequency,digital_transaction_ratio,products_held,engagement_score,spending_trend,total_transaction_amount,average_transaction_amount_y,median_transaction_amount,transaction_count_actual,active_months,last_transaction_date,first_transaction_date,debit_transactions,credit_transactions,transaction_amount_std,transactions_per_active_month,debit_ratio_actual,credit_ratio_actual,recency_days_actual,frequency,monetary,recency_score,frequency_score,monetary_score,rfm_score,products_held_actual,product_categories_held,product_value_total,product_value_average,loan_products,investment_products,insurance_products,credit_card_products,campaigns_received,campaign_interactions,campaigns_opened,campaigns_clicked,campaigns_converted,campaign_open_rate,campaign_click_rate,campaign_conversion_rate,recommendations_received,average_suitability_score,recommendations_accepted,recommendations_converted,recommendation_acceptance_rate,recommendation_conversion_rate,high_value_transactions,monthly_income,balance_to_income_ratio,spending_to_income_ratio,transaction_value_to_income_ratio,product_penetration,high_value_transaction_ratio,digital_activity_index,relationship_depth_score,customer_value_index
C000117,37,4.5,36926,48140,1000.0,35,100.0,5.7,0.755,0.245,0.376,10.0,0.208,1,0.38,-0.024,1578.93,45.11228571428572,40.0,35,4,2026-08-23,2026-05-07,26,9,10.993324467927927,8.75,0.7428571428571429,0.2571428571428571,6,35,1578.93,4,2,1,7,1,1,5251.11,5251.11,0,0,0,0,7,7,4,1,1,0.5714285714285714,0.25,1.0,3,0.25266666666666665,1,0,0.3333333333333333,0.0,0,3077.1666666666665,1.3036884579970753,0.3249742728700645,0.042759302388560905,0.125,0.0,0.3212,0.314,0.021583333333333336
C000118,41,1.9,54858,407837,2142.47,52,100.0,16.7,0.539,0.461,0.669,13.0,0.451,5,0.682,-0.03,2704.71,52.013653846153844,40.305,52,4,2026-08-12,2026-05-09,28,24,20.336810537992932,13.0,0.5384615384615384,0.46153846153846156,17,52,2704.71,2,4,2,8,5,4,258389.09,51677.818,1,0,1,1,7,7,5,2,1,0.7142857142857143,0.4,0.5,5,0.49820000000000003,3,1,0.6,0.3333333333333333,0,4571.5,7.434412483138284,0.4686579897189106,0.04930383900251559,0.625,0.0,0.5438000000000001,0.6046,0.34191666666666665
C000119,36,3.3,105009,328588,4483.26,50,100.0,10.8,0.931,0.069,0.919,18.0,0.775,3,0.749,0.086,3563.44,71.2688,60.040000000000006,50,5,2026-08-19,2026-03-13,50,0,33.81825630861387,10.0,1.0,0.0,10,50,3563.44,3,4,3,10,3,3,173716.97,57905.65666666667,1,0,0,1,7,7,4,0,0,0.5714285714285714,0.0,0.0,4,0.51325,2,0,0.5,0.0,0,8750.75,3.1291413116970928,0.5123286575436391,0.033934615128227104,0.375,0.0,0.7873000000000001,0.5622,0.6198333333333333
C000120,36,6.4,176997,776210,6968.89,64,134.38,9.1,0.887,0.113,0.715,5.0,0.812,6,0.643,0.019,7316.81,114.32515625,99.52,64,4,2026-08-19,2026-05-21,58,6,44.47463871538573,16.0,0.90625,0.09375,10,64,7316.81,3,5,5,13,6,5,582695.45,97115.90833333333,1,1,0,1,3,3,1,1,0,0.3333333333333333,1.0,0.0,5,0.625,1,0,0.2,0.0,0,14749.75,4.385441561156404,0.4724751266970627,0.041338610258930944,0.75,0.0,0.5747500000000001,0.6429,0.8579166666666668
C000121,59,7.3,126099,1046756,3407.68,47,100.0,10.0,0.745,0.255,0.543,6.0,0.53,4,0.476,0.089,3667.8,78.03829787234044,66.74,47,4,2026-08-19,2026-05-12,36,11,40.95041499599395,11.75,0.7659574468085106,0.23404255319148937,10,47,3667.8,3,4,3,10,4,4,568789.89,142197.4725,1,1,0,1,6,6,2,0,0,0.3333333333333333,0.0,0.0,3,0.5583333333333332,1,1,0.3333333333333333,1.0,0,10508.25,8.301065036201715,0.3242861561154331,0.02908666999738301,0.5,0.0,0.43685,0.49279999999999996,0.7715833333333333
C000122,38,7.2,73794,346669,3253.89,43,100.0,7.9,0.709,0.291,0.579,3.0,0.408,2,0.591,-0.234,2852.74,66.34279069767442,60.66,43,4,2026-08-22,2026-05-14,34,9,29.692728733574246,10.75,0.7906976744186046,0.20930232558139536,7,43,2852.74,4,4,3,11,2,2,103165.34,51582.67,1,0,0,0,7,7,5,1,1,0.7142857142857143,0.2,1.0,2,0.35750000000000004,1,0,0.5,0.0,0,6149.5,4.697793858579288,0.5291308236441987,0.038658156489687505,0.25,0.0,0.39254999999999995,0.4273,0.48599999999999993
C000123,47,3.2,84140,176801,3646.83,22,144.25,71.6,0.726,0.274,0.129,4.0,0.3,2,0.428,-0.123,3990.99,181.40863636363636,150.725,22,4,2026-06-18,2026-03-25,19,3,80.54912120329668,5.5,0.8636363636363636,0.13636363636363635,72,22,3990.99,1,1,4,6,2,2,73997.59,36998.795,0,0,1,1,4,4,0,0,0,0.0,0.0,0.0,2,0.29800000000000004,1,0,0.5,0.0,0,7011.666666666667,2.101271690040409,0.5201088661754218,0.04743273116234847,0.25,0.0,0.17305,0.37839999999999996,0.45425000000000004
C000124,35,3.7,118254,1056956,4648.46,37,122.3,6.0,0.704,0.296,0.607,9.0,0.401,5,0.827,0.104,4249.88,114.86162162162162,100.4,37,5,2026-08-23,2026-03-22,28,9,50.10782781570569,7.4,0.7567567567567568,0.24324324324324326,6,37,4249.88,4,3,4,11,5,4,1017577.18,203515.43600000002,1,0,0,1,4,4,4,2,2,1.0,0.5,1.0,2,0.669,0,0,0.0,0.0,0,9854.5,8.938014781740998,0.4717093713531889,0.035938572902396534,0.625,0.0,0.46340000000000003,0.6856,0.8016666666666666
C000125,21,1.2,100033,361871,5461.63,48,134.88,9.7,0.67,0.33,0.355,11.0,0.32,2,0.539,-0.081,5716.46,119.09291666666667,97.56,48,5,2026-08-20,2026-04-19,33,15,57.1481789124919,9.6,0.6875,0.3125,9,48,5716.46,3,4,4,11,2,2,110994.13,55497.065,0,0,0,1,5,5,2,0,0,0.4,0.0,0.0,2,0.4585,1,0,0.5,0.0,0,8336.083333333334,3.6175162196475164,0.6551793908010356,0.05714574190517129,0.25,0.0,0.34975,0.4492,0.6478333333333333
C000126,46,3.8,78939,260950,2670.71,14,199.14,125.4,0.658,0.342,0.233,6.0,0.204,2,0.21,-0.174,2470.69,176.47785714285715,147.735,14,4,2026-04-26,2025-08-29,8,6,90.98060589433938,3.5,0.5714285714285714,0.42857142857142855,125,14,2470.69,1,1,2,4,2,2,96147.18,48073.59,0,1,0,0,6,6,2,0,0,0.3333333333333333,0.0,0.0,5,0.3612,2,1,0.4,0.5,0,6578.25,3.3057170726763703,0.4059909550412344,0.0312987243314458,0.25,0.0,0.21585000000000001,0.313,0.4376666666666667
C000127,31,7.4,118948,659379,4850.79,56,100.0,1.7,0.58,0.42,0.818,19.0,0.953,4,0.738,-0.162,4431.29,79.13017857142857,73.535,56,4,2026-08-28,2026-04-21,29,27,33.690473457428794,14.0,0.5178571428571429,0.48214285714285715,1,56,4431.29,5,5,4,14,4,3,278685.37,69671.3425,1,0,0,1,4,4,3,2,0,0.75,0.6666666666666666,0.0,2,0.5745,1,0,0.5,0.0,0,9912.333333333334,5.5434223358106065,0.48936913609308264,0.037254010155698285,0.5,0.0,0.7963499999999999,0.5713999999999999,0.76
C000128,36,5.9,79615,299497,2956.62,32,100.0,10.8,0.637,0.363,0.194,9.0,0.338,3,0.439,0.124,3534.7599999999998,110.46124999999999,101.35499999999999,32,6,2026-08-16,2026-03-11,20,12,55.2755907016773,5.333333333333333,0.625,0.375,13,32,3534.7599999999998,2,2,3,7,3,3,160736.13,53578.71,0,0,1,1,6,6,2,0,0,0.3333333333333333,0.0,0.0,2,0.264,0,0,0.0,0.0,0,6634.583333333333,3.761816240658167,0.44563763109966714,0.044398166174715814,0.375,0.0,0.26180000000000003,0.5066999999999999,0.47783333333333333
C000129,36,5.3,113001,768342,4091.63,40,100.0,5.1,0.688,0.312,0.557,8.0,0.513,3,0.728,0.019,4735.1,118.37750000000001,115.535,40,4,2026-08-23,2026-05-10,25,15,58.01706122848471,10.0,0.625,0.375,6,40,4735.1,4,3,4,11,3,2,141606.86,47202.28666666666,0,0,0,1,4,4,2,2,1,0.5,1.0,0.5,2,0.41000000000000003,0,0,0.0,0.0,0,9416.75,6.7994265537473115,0.4345055353492447,0.04190316899850444,0.375,0.0,0.45890000000000003,0.5184,0.7509166666666667
C000130,37,1.3,88412,207498,4399.27,48,100.0,11.0,0.706,0.294,0.649,15.0,0.465,2,0.463,0.024,3437.27,71.60979166666667,63.114999999999995,48,4,2026-08-18,2026-05-17,39,9,34.922764415546474,12.0,0.8125,0.1875,11,48,3437.27,3,4,3,10,2,2,35007.52,17503.76,0,0,0,1,7,7,1,1,0,0.14285714285714285,1.0,0.0,2,0.297,0,0,0.0,0.0,0,7367.666666666667,2.3469438537755054,0.5971049178844501,0.0388778672578383,0.25,0.0,0.5583,0.3889,0.5094166666666666
C000131,39,12.0,83423,130450,3893.8,46,100.0,5.6,0.659,0.341,0.888,17.0,0.794,3,0.681,0.039,4433.0,96.3695652173913,72.255,46,5,2026-08-23,2026-03-27,31,15,69.49825589998713,9.2,0.6739130434782609,0.32608695652173914,6,46,4433.0,4,4,4,12,3,3,58199.9,19399.966666666667,1,0,0,1,7,7,4,3,2,0.5714285714285714,0.75,0.6666666666666666,4,0.34900000000000003,3,1,0.75,0.3333333333333333,0,6951.916666666667,1.5637174400345228,0.5601045275283795,0.05313882262685351,0.375,0.0,0.7681,0.5418000000000001,0.4239166666666667
C000132,29,9.3,348173,790657,14521.32,67,234.91,1.9,0.797,0.203,0.99,14.0,0.813,4,0.559,-0.062,12417.55,185.3365671641791,166.72,67,4,2026-08-27,2026-05-05,52,15,82.89278671604808,16.75,0.7761194029850746,0.22388059701492538,2,67,12417.55,5,5,5,15,4,3,503673.99,125918.4975,0,1,0,1,3,3,2,2,0,0.6666666666666666,1.0,0.0,3,0.755,2,1,0.6666666666666666,0.5,0,29014.416666666668,2.2708739620820686,0.5004863674093051,0.03566488498533775,0.5,0.0,0.78875,0.5177,0.9379166666666665
C000133,40,11.4,53527,419729,2342.0,40,100.0,5.1,0.593,0.407,0.962,20.0,0.644,2,0.501,-0.09,2479.55,61.98875,56.21,40,4,2026-08-24,2026-05-09,26,14,24.729128800221588,10.0,0.65,0.35,5,40,2479.55,4,3,2,9,2,2,96033.77,48016.885,0,0,0,1,3,3,2,2,1,0.6666666666666666,1.0,0.5,3,0.476,1,1,0.3333333333333333,1.0,0,4460.583333333333,7.841444504642517,0.5250434360229417,0.04632335083229025,0.25,0.0,0.7938999999999999,0.4003,0.35816666666666663
C000134,42,8.2,121788,1149747,7680.12,66,155.36,16.5,0.492,0.508,0.554,6.0,0.285,4,0.501,0.112,6654.14,100.82030303030304,80.47999999999999,66,4,2026-08-13,2026-05-01,35,31,54.39408944049534,16.5,0.5303030303030303,0.4696969696969697,16,66,6654.14,2,5,5,12,4,4,481515.57,120378.8925,1,0,0,1,6,6,1,1,0,0.16666666666666666,1.0,0.0,2,0.7595000000000001,1,0,0.5,0.0,0,10149.0,9.4405606463691,0.7567366242979604,0.05463707426018984,0.5,0.0,0.38055,0.5003,0.8535833333333334
C000135,39,5.8,58706,383974,2069.53,30,124.39,0.9,0.587,0.413,0.709,12.0,0.471,1,0.702,-0.161,2578.14,85.938,78.91,30,3,2026-08-28,2026-06-01,21,9,43.07993943901228,10.0,0.7,0.3,1,30,2578.14,5,2,2,9,1,1,56719.45,56719.45,0,0,0,0,3,3,3,2,0,1.0,0.6666666666666666,0.0,5,0.4544,2,1,0.4,0.5,0,4892.166666666667,6.540626171089838,0.4230293326065479,0.04391612441658433,0.125,0.0,0.5568,0.3731,0.35333333333333333
C000136,48,4.7,64223,10000,1531.65,10,125.46,20.9,0.786,0.214,0.319,5.0,0.195,4,0.365,-0.194,1706.3,170.63,160.70499999999998,10,5,2026-08-07,2026-04-22,9,1,48.208556640220344,2.0,0.9,0.1,22,10,1706.3,2,1,1,4,4,4,5488.1,1372.025,1,0,1,1,6,6,2,1,0,0.3333333333333333,0.5,0.0,3,0.4136666666666667,1,0,0.3333333333333333,0.0,0,5351.916666666667,0.1557074568301076,0.28618719150460115,0.02656836335892126,0.5,0.0,0.24230000000000002,0.497,0.16041666666666668
C000137,36,0.9,83511,300790,4000.0,35,128.12,12.5,0.669,0.331,0.468,11.0,0.514,1,0.284,-0.095,4520.7,129.16285714285715,112.88,35,5,2026-08-15,2026-04-17,26,9,54.4306286273924,7.0,0.7428571428571429,0.2571428571428571,14,35,4520.7,2,2,4,8,1,1,63788.89,63788.89,0,0,0,1,3,3,1,0,0,0.3333333333333333,0.0,0.0,3,0.34600000000000003,0,0,0.0,0.0,0,6959.25,3.6018009603525285,0.5747745805941732,0.054132988468584976,0.125,0.0,0.4491,0.3227,0.5391666666666667
C000138,40,8.9,69000,173393,2538.34,32,100.0,24.4,0.65,0.35,0.708,8.0,0.618,1,0.54,-0.091,2962.0,92.5625,87.22,32,5,2026-08-02,2026-04-28,22,10,42.1062093344453,6.4,0.6875,0.3125,27,32,2962.0,1,2,3,6,1,1,33870.32,33870.32,0,0,0,0,4,4,2,2,0,0.5,1.0,0.0,3,0.4603333333333333,2,0,0.6666666666666666,0.0,0,5750.0,2.512942028985507,0.4414504347826087,0.042927536231884056,0.125,0.0,0.5530999999999999,0.39949999999999997,0.32175000000000004
C000139,25,9.2,171349,819572,4968.35,59,100.0,16.1,0.634,0.366,0.447,8.0,0.722,2,0.635,0.031,3967.43,67.24457627118643,63.83,59,4,2026-08-13,2026-05-09,35,24,24.100650178812526,14.75,0.5932203389830508,0.4067796610169492,16,59,3967.43,2,5,4,11,2,2,278027.01,139013.505,0,0,1,0,7,7,5,1,0,0.7142857142857143,0.2,0.0,5,0.5514,0,0,0.0,0.0,0,14279.083333333334,4.78305680219902,0.3479460049372917,0.02315408902298817,0.25,0.0,0.46165,0.4405,0.8348333333333333
C000140,44,6.9,98895,370554,4485.03,28,153.05,5.2,0.665,0.335,0.814,16.0,0.621,2,0.429,0.055,4812.25,171.86607142857142,146.64,28,3,2026-08-24,2026-06-09,17,11,79.70529534614958,9.333333333333334,0.6071428571428571,0.39285714285714285,5,28,4812.25,4,2,4,10,2,2,112035.45999999999,56017.729999999996,0,0,0,1,4,4,3,1,1,0.75,0.3333333333333333,1.0,5,0.475,1,0,0.2,0.0,0,8241.25,3.7469437281965723,0.5442172000606704,0.0486601951564791,0.25,0.0,0.68155,0.34119999999999995,0.6297499999999999
C000141,50,5.0,57018,739882,2618.43,41,100.0,15.0,0.688,0.312,0.532,9.0,0.475,3,0.553,0.064,2764.32,67.42243902439024,60.66,41,4,2026-08-14,2026-05-01,27,14,28.70354549358736,10.25,0.6585365853658537,0.34146341463414637,15,41,2764.32,2,3,3,8,3,3,425438.95999999996,141812.98666666666,0,1,0,1,7,7,4,2,2,0.5714285714285714,0.5,1.0,5,0.4234,2,0,0.4,0.0,0,4751.5,12.976288189694483,0.5510743975586656,0.04848153214774282,0.375,0.0,0.44815000000000005,0.4659000000000001,0.46924999999999994
C000142,28,13.8,236392,256634,15791.38,54,292.86,9.6,0.93,0.07,0.842,13.0,0.548,4,0.631,0.046,18055.05,334.35277777777776,304.51,54,5,2026-08-20,2026-03-23,50,4,170.93274204627713,10.8,0.9259259259259259,0.07407407407407407,9,54,18055.05,3,5,5,13,4,4,118588.13,29647.0325,1,0,0,1,7,7,3,2,0,0.42857142857142855,0.6666666666666666,0.0,5,0.5538000000000001,3,1,0.6,0.3333333333333333,0,19699.333333333332,1.0856289552945955,0.8016200209820975,0.07637758468983721,0.5,0.0,0.6459,0.5768,0.7595833333333334
C000143,49,8.7,41087,150817,1029.31,3,205.97,116.9,0.817,0.183,0.171,3.0,0.279,1,0.331,-0.118,978.27,326.09,231.85,3,2,2026-04-28,2026-03-15,2,1,205.03348824033597,1.5,0.6666666666666666,0.3333333333333333,123,3,978.27,1,1,1,3,1,1,27959.32,27959.32,0,0,0,0,6,6,1,1,0,0.16666666666666666,1.0,0.0,4,0.2575,0,0,0.0,0.0,0,3423.9166666666665,3.6706744225667487,0.3006235548957091,0.023809720836274247,0.125,0.0,0.1767,0.2243,0.09349999999999999
C000144,35,6.4,71699,503978,2155.52,17,119.23,83.0,0.887,0.113,0.312,10.0,0.5,3,0.314,-0.004,2195.53,129.14882352941177,114.92,17,5,2026-06-07,2026-01-06,13,4,54.03885799616246,3.4,0.7647058823529411,0.23529411764705882,83,17,2195.53,1,1,2,4,3,3,308364.35,102788.11666666665,0,1,0,1,4,4,2,0,0,0.5,0.0,0.0,4,0.42425,0,0,0.0,0.0,0,5974.916666666667,7.029079903485404,0.36076151689702785,0.030621487050028595,0.375,0.0,0.36539999999999995,0.43170000000000003,0.47875
C000145,31,6.4,80881,365920,2465.55,42,100.0,1.5,0.938,0.062,0.275,10.0,0.407,2,0.484,-0.057,2789.2799999999997,66.41142857142856,63.625,42,5,2026-08-27,2026-03-24,41,1,21.88936422562543,8.4,0.9761904761904762,0.023809523809523808,2,42,2789.2799999999997,5,3,3,11,2,2,109220.12,54610.06,0,1,0,0,7,7,2,1,0,0.2857142857142857,0.5,0.0,3,0.29133333333333333,0,0,0.0,0.0,0,6740.083333333333,4.5241774953326495,0.3658040825410171,0.03448622049677921,0.25,0.0,0.3255,0.4327,0.49324999999999997
C000146,36,5.5,70766,579003,2751.95,49,100.0,11.7,0.562,0.438,0.721,13.0,0.454,1,0.588,-0.074,2617.62,53.42081632653061,44.85,49,5,2026-08-16,2026-04-28,28,21,23.747290971527566,9.8,0.5714285714285714,0.42857142857142855,13,49,2617.62,2,4,2,8,1,1,63035.31,63035.31,0,0,0,0,6,6,5,3,0,0.8333333333333334,0.6,0.0,4,0.503,2,1,0.5,0.5,0,5897.166666666667,8.181937653675494,0.46665630387474205,0.036989797360314276,0.125,0.0,0.56795,0.41389999999999993,0.53225
C000147,38,8.4,51558,23114,1000.0,13,100.0,53.2,0.805,0.195,0.3,7.0,0.427,1,0.366,-0.198,1030.56,79.27384615384615,75.22,13,6,2026-07-06,2026-01-26,12,1,29.726291263924804,2.1666666666666665,0.9230769230769231,0.07692307692307693,54,13,1030.56,1,1,1,3,1,1,3766.17,3766.17,0,0,0,0,5,5,2,2,0,0.4,1.0,0.0,2,0.258,1,0,0.5,0.0,0,4296.5,0.44831064044377206,0.2327475852438031,0.019988362620737807,0.125,0.0,0.31175,0.3848,0.06233333333333334
C000148,46,15.6,62177,359266,2968.28,29,100.0,64.1,0.67,0.33,0.41,4.0,0.457,1,0.39,-0.161,2944.64,101.53931034482758,82.74,29,7,2026-06-26,2025-09-29,21,8,59.69920446532854,4.142857142857143,0.7241379310344828,0.27586206896551724,64,29,2944.64,1,2,3,6,1,1,62087.16,62087.16,0,0,0,1,7,7,2,2,1,0.2857142857142857,1.0,0.5,2,0.522,0,0,0.0,0.0,0,5181.416666666667,5.778117310259421,0.5728703539894173,0.04735899126686717,0.125,0.0,0.33875,0.4295,0.4099166666666666
C000149,55,7.1,63338,367583,2946.28,35,100.0,15.6,0.739,0.261,0.565,9.0,0.433,3,0.556,-0.192,3641.76,104.05028571428572,93.44,35,4,2026-08-14,2026-05-11,28,7,54.296941279126465,8.75,0.8,0.2,15,35,3641.76,2,2,3,7,3,2,180673.75,60224.583333333336,0,0,0,1,6,6,1,1,1,0.16666666666666666,1.0,1.0,3,0.36566666666666664,1,0,0.3333333333333333,0.0,0,5278.166666666667,5.803514477880578,0.5582013956866336,0.057497237045691374,0.375,0.0,0.4525,0.46680000000000005,0.4205833333333333
C000150,33,4.5,85920,803146,4430.56,60,100.0,8.8,0.79,0.21,0.443,11.0,0.597,3,0.684,0.141,4148.76,69.146,64.265,60,5,2026-08-20,2026-04-26,48,12,25.830316257570328,12.0,0.8,0.2,9,60,4148.76,3,5,4,12,3,3,229392.21000000002,76464.07,0,0,1,1,5,5,3,1,0,0.6,0.3333333333333333,0.0,4,0.5075000000000001,1,0,0.25,0.0,0,7160.0,9.34760242085661,0.6187932960893855,0.048286312849162016,0.375,0.0,0.4586,0.5427000000000001,0.7026666666666666
C000151,41,4.6,45891,323965,1842.78,37,100.0,11.2,0.601,0.399,0.877,22.0,0.722,1,0.653,0.145,2301.12,62.192432432432426,50.41,37,3,2026-08-17,2026-06-07,25,12,30.046058384994097,12.333333333333334,0.6756756756756757,0.32432432432432434,12,37,2301.12,3,3,2,8,1,1,58124.04,58124.04,0,0,0,0,5,5,2,0,0,0.4,0.0,0.0,4,0.439,2,0,0.5,0.0,0,3824.25,7.059445207121222,0.4818670327515199,0.050143165326534615,0.125,0.0,0.79515,0.35839999999999994,0.24375
C000152,41,0.9,52140,72039,1983.59,6,374.22,85.9,0.675,0.325,0.075,0.0,0.187,1,0.29,-0.356,1925.8200000000002,320.97,317.01,6,5,2026-06-03,2025-12-10,3,3,91.29251557493639,1.2,0.5,0.5,87,6,1925.8200000000002,1,1,2,4,1,1,6626.89,6626.89,0,0,0,0,6,6,0,0,0,0.0,0.0,0.0,3,0.3263333333333333,0,0,0.0,0.0,0,4345.0,1.3816455696202532,0.4565224395857307,0.036935558112773305,0.125,0.0,0.0805,0.3245,0.12758333333333333
C000153,42,2.7,90648,487717,5129.52,46,139.98,9.5,0.669,0.331,0.854,8.0,0.916,2,0.549,-0.037,5381.55,116.99021739130436,107.43,46,5,2026-08-19,2026-04-07,29,17,54.21420578446742,9.2,0.6304347826086957,0.3695652173913043,10,46,5381.55,3,4,4,11,2,2,43719.770000000004,21859.885000000002,0,1,0,0,3,3,1,1,0,0.3333333333333333,1.0,0.0,4,0.40125,2,0,0.5,0.0,0,7554.0,5.380339334568882,0.6790468625893566,0.05936755361397935,0.25,0.0,0.6932999999999999,0.4522,0.6743333333333332
C000154,33,8.9,277378,394042,13791.02,56,161.79,27.6,0.862,0.138,1.0,15.0,0.742,7,0.512,0.184,14112.5,252.00892857142858,232.04500000000002,56,6,2026-08-01,2026-03-25,50,6,135.854370675214,9.333333333333334,0.8928571428571429,0.10714285714285714,28,56,14112.5,1,5,5,11,7,5,431689.4,61669.91428571429,2,0,1,1,7,7,5,2,0,0.7142857142857143,0.4,0.0,5,0.5014000000000001,0,0,0.0,0.0,0,23114.833333333332,1.4205957213621845,0.5966307349537455,0.050878223939894295,0.875,0.0,0.7855,0.7285999999999999,0.8340833333333333
C000155,50,5.1,69887,189480,3298.24,8,431.8,177.9,0.932,0.068,0.17,5.0,0.108,1,0.253,-0.17,2608.86,326.1075,318.855,8,4,2026-03-04,2025-12-07,8,0,183.88921041524668,2.0,1.0,0.0,178,8,2608.86,1,1,2,4,1,1,48118.05,48118.05,0,0,0,0,5,5,0,0,0,0.0,0.0,0.0,5,0.2884,1,1,0.2,1.0,0,5823.916666666667,2.7112338489275545,0.5663267846666762,0.03732968935567416,0.125,0.0,0.1535,0.27590000000000003,0.38150000000000006
C000156,50,2.7,60024,461213,2679.14,32,100.0,4.4,0.71,0.29,0.95,14.0,0.806,1,0.564,-0.028,2104.14,65.754375,57.185,32,4,2026-08-22,2026-04-10,18,14,34.424332817345274,8.0,0.5625,0.4375,7,32,2104.14,4,2,2,8,1,1,11213.09,11213.09,0,0,0,0,6,6,4,4,1,0.6666666666666666,1.0,0.25,2,0.538,0,0,0.0,0.0,0,5002.0,7.68380980940957,0.5356137544982007,0.03505497800879648,0.125,0.0,0.769,0.3692,0.424
C000157,45,6.0,143254,585587,5135.43,55,100.0,4.1,0.684,0.316,0.675,9.0,0.49,3,0.744,0.014,5002.89,90.96163636363637,85.91,55,5,2026-08-25,2026-01-22,36,19,38.649130159520304,11.0,0.6545454545454545,0.34545454545454546,4,55,5002.89,5,5,4,14,3,2,452342.85,150780.94999999998,0,0,0,1,6,6,4,3,0,0.6666666666666666,0.75,0.0,3,0.618,2,0,0.6666666666666666,0.0,0,11937.833333333334,4.087753221550533,0.4301810769681824,0.03492321331341534,0.375,0.0,0.51625,0.5607,0.7842500000000001
C000158,25,6.3,44927,178776,1232.85,29,100.0,8.7,0.78,0.22,0.817,17.0,0.444,1,0.602,-0.05,1525.83,52.61482758620689,40.0,29,4,2026-08-19,2026-05-29,22,7,20.55291804459365,7.25,0.7586206896551724,0.2413793103448276,10,29,1525.83,3,2,1,6,1,1,47619.85,47619.85,0,0,0,0,3,3,1,1,0,0.3333333333333333,1.0,0.0,4,0.4305,1,0,0.25,0.0,0,3743.9166666666665,3.979255236272175,0.32929418834998997,0.03396242793865604,0.125,0.0,0.64865,0.3806,0.12975
C000159,44,9.7,68347,531907,3229.14,37,100.0,13.6,0.749,0.251,0.765,9.0,0.611,1,0.765,-0.026,2874.33,77.68459459459459,71.34,37,6,2026-08-13,2026-02-10,27,10,32.946226777263256,6.166666666666667,0.7297297297297297,0.2702702702702703,16,37,2874.33,2,3,3,8,1,1,118210.36,118210.36,0,0,0,1,6,6,5,4,0,0.8333333333333334,0.8,0.0,3,0.4606666666666667,1,1,0.3333333333333333,1.0,0,5695.583333333333,7.782448388371106,0.5669550967855209,0.042054954862686,0.125,0.0,0.587,0.5045,0.534
C000160,55,6.2,68260,117353,1000.0,19,100.0,88.1,0.911,0.089,0.591,5.0,0.457,1,0.356,0.045,955.51,50.29,40.0,19,7,2026-06-01,2025-11-03,19,0,26.369328142117435,2.7142857142857144,1.0,0.0,89,19,955.51,1,1,1,3,1,1,7761.79,7761.79,0,0,0,0,7,7,2,2,0,0.2857142857142857,1.0,0.0,5,0.375,3,1,0.6,0.3333333333333333,0,5688.333333333333,1.7192059771462056,0.1757984178142397,0.013998095517140345,0.125,0.0,0.4302,0.4193,0.19158333333333336
C000161,52,7.4,51098,182743,2580.03,17,183.99,1.1,0.71,0.29,0.652,16.0,0.402,2,0.416,-0.164,2024.0,119.05882352941177,112.61,17,2,2026-08-28,2026-06-16,13,4,50.11926985730549,8.5,0.7647058823529411,0.23529411764705882,1,17,2024.0,5,1,2,8,2,2,54182.600000000006,27091.300000000003,0,0,0,1,5,5,4,1,0,0.8,0.25,0.0,4,0.43424999999999997,3,0,0.75,0.0,0,4258.166666666667,3.5763239265724684,0.6059016008454343,0.03961016086735293,0.25,0.0,0.5539000000000001,0.29979999999999996,0.23016666666666666
C000162,24,9.8,75982,243664,3684.42,33,116.31,7.4,0.843,0.157,0.801,16.0,0.679,2,0.598,-0.06,4381.38,132.76909090909092,98.6,33,4,2026-08-19,2026-05-29,29,4,83.05473509091898,8.25,0.8787878787878788,0.12121212121212122,10,33,4381.38,3,2,4,9,2,1,55417.259999999995,27708.629999999997,0,0,0,0,6,6,3,2,2,0.5,0.6666666666666666,1.0,5,0.47220000000000006,1,0,0.2,0.0,0,6331.833333333333,3.206864783764576,0.5818883419757311,0.05766339396172778,0.25,0.0,0.6902,0.4294,0.4554166666666667
C000163,42,18.0,332809,1175853,18053.63,61,345.59,5.4,0.675,0.325,0.382,12.0,0.277,6,0.666,0.044,16714.72,274.01180327868855,230.42,61,4,2026-08-23,2026-04-24,45,16,148.70732725175534,15.25,0.7377049180327869,0.26229508196721313,6,61,16714.72,4,5,5,14,6,6,1490178.99,248363.165,1,1,1,1,4,4,1,0,0,0.25,0.0,0.0,2,0.5375,1,0,0.5,0.0,0,27734.083333333332,3.533116592399845,0.6509546316355628,0.050223161032303815,0.75,0.0,0.36114999999999997,0.6498,0.97475
C000164,22,3.2,162658,954344,11053.86,55,214.37,14.3,0.522,0.478,0.531,14.0,0.571,2,0.57,0.119,9762.49,177.49981818181817,151.54,55,5,2026-08-14,2026-04-18,27,28,97.96880199727435,11.0,0.4909090909090909,0.509090909090909,15,55,9762.49,2,5,5,12,2,2,509555.38,254777.69,0,0,0,1,4,4,4,1,0,1.0,0.25,0.0,5,0.542,2,0,0.4,0.0,0,13554.833333333334,5.867181448191912,0.8154921368761451,0.06001850508428728,0.25,0.0,0.5217,0.45849999999999996,0.8897499999999999
