customer_id,cluster_id,primary_segment,customer_persona,customer_value_score,value_band,transaction_intensity_score,transactional_behavior,digital_affinity_score,digital_affinity,engagement_level,relationship_status,relationship_depth,spending_behavior,marketing_response_score,marketing_responsiveness,cross_sell_score,cross_sell_opportunity,retention_risk_score,retention_risk,recommendation_readiness_score,recommendation_readiness,genai_priority_score,genai_targeting_priority,recommendation_context
C000001,3,Premium High-Value,Premium Digital Customer,0.6625,High,0.8208333333333333,Very High Transactional,0.7296,Highly Digital,Very High Engagement,Recently Active,Established Relationship,Growing Spender,0.5583333333333333,Responsive,0.6316616666666667,Moderate Cross-Sell Opportunity,0.08541666666666667,Low Risk,0.47123000000000004,Ready,0.609806,Priority 2,Premium High-Value | Premium Digital Customer | High Value | Highly Digital | Very High Transactional | Growing Spender | Established Relationship | Moderate Cross-Sell Opportunity | Low Risk | Ready
C000146,1,Core Active,Core Relationship Customer,0.5662499999999999,Medium,0.5808333333333333,High Transactional,0.6678,Digitally Active,High Engagement,Active,Shallow Relationship,Stable Spender,0.4716666666666667,Responsive,0.64626,Moderate Cross-Sell Opportunity,0.5295,Moderate Risk,0.50105,Ready,0.5454613333333332,Priority 2,Core Active | Core Relationship Customer | Medium Value | Digitally Active | High Transactional | Stable Spender | Shallow Relationship | Moderate Cross-Sell Opportunity | Moderate Risk | Ready
C000147,2,At Risk,At-Risk Declining Customer,0.063,Low,0.05666666666666667,Low Transactional,0.3264,Moderate Digital,Moderate Engagement,At Risk,Shallow Relationship,Declining Spender,0.43999999999999995,Responsive,0.36245499999999997,Low Cross-Sell Opportunity,0.9116666666666667,Critical Risk,0.2653,Needs Nurturing,0.28134483333333327,Priority 4,At Risk | At-Risk Declining Customer | Low Value | Moderate Digital | Low Transactional | Declining Spender | Shallow Relationship | Low Cross-Sell Opportunity | Critical Risk | Needs Nurturing
C000148,2,At Risk,At-Risk Declining Customer,0.40299999999999997,Medium,0.37499999999999994,Moderate Transactional,0.402,Moderate Digital,Moderate Engagement,At Risk,Shallow Relationship,Declining Spender,0.575,Responsive,0.4815083333333333,Moderate Cross-Sell Opportunity,0.8613333333333334,Critical Risk,0.1827,Low Readiness,0.37944416666666664,Priority 3,At Risk | At-Risk Declining Customer | Medium Value | Moderate Digital | Moderate Transactional | Declining Spender | Shallow Relationship | Moderate Cross-Sell Opportunity | Critical Risk | Low Readiness
C000149,1,Core Active,Core Relationship Customer,0.42316666666666664,Medium,0.42291666666666666,Moderate Transactional,0.5614,Digitally Active,High Engagement,Active,Established Relationship,Declining Spender,0.7083333333333333,Highly Responsive,0.432505,Low Cross-Sell Opportunity,0.6802916666666666,High Risk,0.24464999999999998,Needs Nurturing,0.4280265,Priority 3,Core Active | Core Relationship Customer | Medium Value | Digitally Active | Moderate Transactional | Declining Spender | Established Relationship | Low Cross-Sell Opportunity | High Risk | Needs Nurturing
C000150,3,Premium High-Value,Premium Relationship Customer,0.7325833333333333,High,0.8083333333333333,Very High Transactional,0.5394,Digitally Active,High Engagement,Active,Established Relationship,Growing Spender,0.31,Low Response,0.5639633333333334,Moderate Cross-Sell Opportunity,0.23083333333333333,Low Risk,0.265125,Needs Nurturing,0.48427441666666665,Priority 3,Premium High-Value | Premium Relationship Customer | High Value | Digitally Active | Very High Transactional | Growing Spender | Established Relationship | Moderate Cross-Sell Opportunity | Low Risk | Needs Nurturing
C000151,1,Core Active,Core Digital Customer,0.27516666666666667,Low,0.32625,Moderate Transactional,0.7874000000000001,Highly Digital,High Engagement,Active,Shallow Relationship,Growing Spender,0.13999999999999999,Unresponsive,0.5942716666666666,Moderate Cross-Sell Opportunity,0.409875,Moderate Risk,0.32865,Needs Nurturing,0.38873150000000006,Priority 3,Core Active | Core Digital Customer | Low Value | Highly Digital | Moderate Transactional | Growing Spender | Shallow Relationship | Moderate Cross-Sell Opportunity | Moderate Risk | Needs Nurturing
C000152,2,At Risk,At-Risk Declining Customer,0.11166666666666668,Low,0.12166666666666667,Low Transactional,0.16099999999999998,Low Digital,Low Engagement,At Risk,Shallow Relationship,Declining Spender,0.0,Unresponsive,0.32857499999999995,Low Cross-Sell Opportunity,0.9555000000000001,Critical Risk,0.11421666666666665,Low Readiness,0.14832666666666663,Priority 4,At Risk | At-Risk Declining Customer | Low Value | Low Digital | Low Transactional | Declining Spender | Shallow Relationship | Low Cross-Sell Opportunity | Critical Risk | Low Readiness
C000153,1,Core Active,Core Digital Customer,0.6752499999999999,High,0.7204166666666666,High Transactional,0.732,Highly Digital,High Engagement,Active,Developing Relationship,Stable Spender,0.41666666666666663,Responsive,0.6217833333333334,Moderate Cross-Sell Opportunity,0.5262916666666667,Moderate Risk,0.3154375,Needs Nurturing,0.49738604166666667,Priority 3,Core Active | Core Digital Customer | High Value | Highly Digital | High Transactional | Stable Spender | Developing Relationship | Moderate Cross-Sell Opportunity | Moderate Risk | Needs Nurturing
C000154,3,Premium High-Value,Premium Digital Customer,0.8243333333333333,Very High,0.9133333333333333,Very High Transactional,0.8048,Highly Digital,High Engagement,Active,Deep Relationship,Growing Spender,0.37,Responsive,0.5042683333333333,Moderate Cross-Sell Opportunity,0.4856666666666667,Moderate Risk,0.17549,Low Readiness,0.4442363333333333,Priority 3,Premium High-Value | Premium Digital Customer | Very High Value | Highly Digital | Very High Transactional | Growing Spender | Deep Relationship | Moderate Cross-Sell Opportunity | Moderate Risk | Low Readiness
C000155,0,Dormant / Declining,Dormant Reactivation Target,0.3401666666666667,Low,0.2895833333333333,Moderate Transactional,0.20320000000000002,Low Digital,Low Engagement,Dormant,Shallow Relationship,Declining Spender,0.0,Unresponsive,0.3956816666666667,Low Cross-Sell Opportunity,0.9702083333333335,Critical Risk,0.47093999999999997,Ready,0.29044366666666666,Priority 4,Dormant / Declining | Dormant Reactivation Target | Low Value | Low Digital | Moderate Transactional | Declining Spender | Shallow Relationship | Low Cross-Sell Opportunity | Critical Risk | Ready
C000156,1,Core Active,Core Digital Customer,0.4275833333333333,Medium,0.3741666666666667,Moderate Transactional,0.7956,Highly Digital,High Engagement,Recently Active,Shallow Relationship,Stable Spender,0.6208333333333333,Highly Responsive,0.66612,Moderate Cross-Sell Opportunity,0.48150000000000004,Moderate Risk,0.1883,Low Readiness,0.4870651666666667,Priority 3,Core Active | Core Digital Customer | Medium Value | Highly Digital | Moderate Transactional | Stable Spender | Shallow Relationship | Moderate Cross-Sell Opportunity | Moderate Risk | Low Readiness
C000157,3,Premium High-Value,Premium Digital Customer,0.7906666666666665,High,0.8008333333333333,Very High Transactional,0.7026000000000001,Highly Digital,Very High Engagement,Recently Active,Established Relationship,Stable Spender,0.45833333333333326,Responsive,0.6516116666666666,Moderate Cross-Sell Opportunity,0.11933333333333335,Low Risk,0.44963333333333333,Ready,0.6062251666666667,Priority 2,Premium High-Value | Premium Digital Customer | High Value | Highly Digital | Very High Transactional | Stable Spender | Established Relationship | Moderate Cross-Sell Opportunity | Low Risk | Ready
C000158,1,Core Active,Core Digital Customer,0.15175,Low,0.19166666666666665,Low Transactional,0.731,Highly Digital,High Engagement,Active,Shallow Relationship,Stable Spender,0.41666666666666663,Responsive,0.5492333333333332,Moderate Cross-Sell Opportunity,0.5823333333333334,High Risk,0.23817499999999997,Needs Nurturing,0.37217625,Priority 3,Core Active | Core Digital Customer | Low Value | Highly Digital | Low Transactional | Stable Spender | Shallow Relationship | Moderate Cross-Sell Opportunity | High Risk | Needs Nurturing
C000159,1,Core Active,Core Digital Customer,0.5345,Medium,0.48458333333333337,Moderate Transactional,0.765,Highly Digital,Very High Engagement,Active,Shallow Relationship,Stable Spender,0.5316666666666667,Responsive,0.6773916666666666,Moderate Cross-Sell Opportunity,0.5505416666666666,High Risk,0.5779,Ready,0.5791466666666666,Priority 2,Core Active | Core Digital Customer | Medium Value | Highly Digital | Moderate Transactional | Stable Spender | Shallow Relationship | Moderate Cross-Sell Opportunity | High Risk | Ready
C000160,2,At Risk,At-Risk Engagement Customer,0.1865,Low,0.08499999999999999,Low Transactional,0.497,Digitally Active,Moderate Engagement,At Risk,Shallow Relationship,Stable Spender,0.39999999999999997,Responsive,0.42795833333333333,Low Cross-Sell Opportunity,0.7671666666666668,Critical Risk,0.4412499999999999,Ready,0.3699583333333333,Priority 3,At Risk | At-Risk Engagement Customer | Low Value | Digitally Active | Low Transactional | Stable Spender | Shallow Relationship | Low Cross-Sell Opportunity | Critical Risk | Ready
C000161,1,Core Active,Core Relationship Customer,0.21741666666666667,Low,0.24916666666666668,Low Transactional,0.5576,Digitally Active,Moderate Engagement,Recently Active,Developing Relationship,Declining Spender,0.355,Responsive,0.4754366666666667,Moderate Cross-Sell Opportunity,0.5451666666666667,Moderate Risk,0.4144874999999999,Ready,0.3953487083333333,Priority 3,Core Active | Core Relationship Customer | Low Value | Digitally Active | Low Transactional | Declining Spender | Developing Relationship | Moderate Cross-Sell Opportunity | Moderate Risk | Ready
C000162,1,Core Active,Core Digital Customer,0.4389166666666667,Medium,0.48166666666666663,Moderate Transactional,0.7198,Highly Digital,High Engagement,Active,Developing Relationship,Stable Spender,0.725,Highly Responsive,0.5646266666666667,Moderate Cross-Sell Opportunity,0.5435,Moderate Risk,0.23526999999999998,Needs Nurturing,0.484693,Priority 3,Core Active | Core Digital Customer | Medium Value | Highly Digital | Moderate Transactional | Stable Spender | Developing Relationship | Moderate Cross-Sell Opportunity | Moderate Risk | Needs Nurturing
C000163,3,Premium High-Value,Premium Relationship Customer,0.9707499999999999,Very High,0.9695833333333332,Very High Transactional,0.49560000000000004,Digitally Active,High Engagement,Recently Active,Deep Relationship,Stable Spender,0.0875,Unresponsive,0.5710366666666665,Moderate Cross-Sell Opportunity,0.15770833333333334,Low Risk,0.363125,Needs Nurturing,0.5094339166666666,Priority 2,Premium High-Value | Premium Relationship Customer | Very High Value | Digitally Active | Very High Transactional | Stable Spender | Deep Relationship | Moderate Cross-Sell Opportunity | Low Risk | Needs Nurturing
C000164,3,Premium High-Value,Premium Relationship Customer,0.8855,Very High,0.8891666666666667,Very High Transactional,0.5466,Digitally Active,High Engagement,Active,Developing Relationship,Growing Spender,0.425,Responsive,0.6334283333333334,Moderate Cross-Sell Opportunity,0.394,Moderate Risk,0.3297,Needs Nurturing,0.5508785,Priority 2,Premium High-Value | Premium Relationship Customer | Very High Value | Digitally Active | Very High Transactional | Growing Spender | Developing Relationship | Moderate Cross-Sell Opportunity | Moderate Risk | Needs Nurturing
C000165,1,Core Active,Core Relationship Customer,0.20933333333333332,Low,0.2804166666666667,Moderate Transactional,0.6514,Digitally Active,High Engagement,Recently Active,Shallow Relationship,Stable Spender,0.41666666666666663,Responsive,0.570755,Moderate Cross-Sell Opportunity,0.49479166666666663,Moderate Risk,0.471975,Ready,0.45447441666666666,Priority 3,Core Active | Core Relationship Customer | Low Value | Digitally Active | Moderate Transactional | Stable Spender | Shallow Relationship | Moderate Cross-Sell Opportunity | Moderate Risk | Ready
C000166,3,Premium High-Value,Premium Relationship Customer,0.7161666666666667,High,0.6412500000000001,High Transactional,0.6484000000000001,Digitally Active,High Engagement,Recently Active,Developing Relationship,Stable Spender,0.6916666666666665,Highly Responsive,0.6627050000000001,Moderate Cross-Sell Opportunity,0.40245833333333336,Moderate Risk,0.562675,Ready,0.64499275,Priority 2,Premium High-Value | Premium Relationship Customer | High Value | Digitally Active | High Transactional | Stable Spender | Developing Relationship | Moderate Cross-Sell Opportunity | Moderate Risk | Ready
C000167,3,Premium High-Value,Premium Digital Customer,0.8761666666666665,Very High,0.8004166666666667,Very High Transactional,0.777,Highly Digital,High Engagement,Recently Active,Deep Relationship,Stable Spender,0.665,Highly Responsive,0.6077916666666666,Moderate Cross-Sell Opportunity,0.179125,Low Risk,0.39269999999999994,Needs Nurturing,0.6270249999999999,Priority 2,Premium High-Value | Premium Digital Customer | Very High Value | Highly Digital | Very High Transactional | Stable Spender | Deep Relationship | Moderate Cross-Sell Opportunity | Low Risk | Needs Nurturing
C000168,1,Core Active,Core Relationship Customer,0.33391666666666664,Low,0.39625,Moderate Transactional,0.5372,Digitally Active,High Engagement,At Risk,Developing Relationship,Declining Spender,0.14999999999999997,Unresponsive,0.45209,Moderate Cross-Sell Opportunity,0.7586250000000001,Critical Risk,0.09765,Low Readiness,0.26426449999999996,Priority 4,Core Active | Core Relationship Customer | Low Value | Digitally Active | Moderate Transactional | Declining Spender | Developing Relationship | Moderate Cross-Sell Opportunity | Critical Risk | Low Readiness
C000169,1,Core Active,Core Relationship Customer,0.46875,Medium,0.4179166666666667,Moderate Transactional,0.42119999999999996,Moderate Digital,Moderate Engagement,Active,Shallow Relationship,Stable Spender,0.0875,Unresponsive,0.5443899999999999,Moderate Cross-Sell Opportunity,0.5194583333333334,Moderate Risk,0.2741375,Needs Nurturing,0.3677180416666666,Priority 3,Core Active | Core Relationship Customer | Medium Value | Moderate Digital | Moderate Transactional | Stable Spender | Shallow Relationship | Moderate Cross-Sell Opportunity | Moderate Risk | Needs Nurturing
C000170,3,Premium High-Value,Premium Digital Customer,0.9295,Very High,0.8766666666666667,Very High Transactional,0.7072,Highly Digital,High Engagement,Recently Active,Established Relationship,Stable Spender,0.5466666666666666,Responsive,0.6907483333333334,Moderate Cross-Sell Opportunity,0.2685,Low Risk,0.612575,Ready,0.6822765833333334,Priority 2,Premium High-Value | Premium Digital Customer | Very High Value | Highly Digital | Very High Transactional | Stable Spender | Established Relationship | Moderate Cross-Sell Opportunity | Low Risk | Ready
C000171,3,Premium High-Value,Premium Relationship Customer,0.8180000000000001,Very High,0.7875,Very High Transactional,0.5246,Digitally Active,High Engagement,Recently Active,Established Relationship,Stable Spender,0.27499999999999997,Low Response,0.5617783333333334,Moderate Cross-Sell Opportunity,0.375,Moderate Risk,0.5426899999999999,Ready,0.544406,Priority 2,Premium High-Value | Premium Relationship Customer | Very High Value | Digitally Active | Very High Transactional | Stable Spender | Established Relationship | Moderate Cross-Sell Opportunity | Moderate Risk | Ready
C000172,1,Core Active,Core Relationship Customer,0.12916666666666665,Low,0.15708333333333332,Low Transactional,0.6581999999999999,Digitally Active,High Engagement,Recently Active,Shallow Relationship,Stable Spender,0.0875,Unresponsive,0.5629816666666667,Moderate Cross-Sell Opportunity,0.31145833333333334,Low Risk,0.315175,Needs Nurturing,0.35341741666666665,Priority 3,Core Active | Core Relationship Customer | Low Value | Digitally Active | Low Transactional | Stable Spender | Shallow Relationship | Moderate Cross-Sell Opportunity | Low Risk | Needs Nurturing
C000173,1,Core Active,Core Digital Customer,0.5340833333333332,Medium,0.5308333333333334,High Transactional,0.7252000000000001,Highly Digital,Very High Engagement,Active,Developing Relationship,Declining Spender,0.8833333333333332,Highly Responsive,0.6065066666666667,Moderate Cross-Sell Opportunity,0.5025000000000001,Moderate Risk,0.516075,Ready,0.6174999166666666,Priority 2,Core Active | Core Digital Customer | Medium Value | Highly Digital | High Transactional | Declining Spender | Developing Relationship | Moderate Cross-Sell Opportunity | Moderate Risk | Ready
C000174,1,Core Active,Core Relationship Customer,0.37625000000000003,Medium,0.4266666666666667,Moderate Transactional,0.61,Digitally Active,High Engagement,Active,Shallow Relationship,Declining Spender,0.7124999999999999,Highly Responsive,0.5798666666666666,Moderate Cross-Sell Opportunity,0.5183333333333333,Moderate Risk,0.17675,Low Readiness,0.4652516666666666,Priority 3,Core Active | Core Relationship Customer | Medium Value | Digitally Active | Moderate Transactional | Declining Spender | Shallow Relationship | Moderate Cross-Sell Opportunity | Moderate Risk | Low Readiness
C000175,3,Premium High-Value,Premium Relationship Customer,0.8582500000000001,Very High,0.8641666666666666,Very High Transactional,0.5076,Digitally Active,High Engagement,Active,Established Relationship,Stable Spender,0.175,Low Response,0.58842,Moderate Cross-Sell Opportunity,0.41308333333333336,Moderate Risk,0.15925,Low Readiness,0.43876766666666667,Priority 3,Premium High-Value | Premium Relationship Customer | Very High Value | Digitally Active | Very High Transactional | Stable Spender | Established Relationship | Moderate Cross-Sell Opportunity | Moderate Risk | Low Readiness
C000176,3,Premium High-Value,Premium Relationship Customer,0.9230833333333333,Very High,0.8645833333333333,Very High Transactional,0.524,Digitally Active,High Engagement,Active,Deep Relationship,Stable Spender,0.11666666666666665,Unresponsive,0.5440833333333334,Moderate Cross-Sell Opportunity,0.46354166666666674,Moderate Risk,0.41489,Ready,0.48238916666666665,Priority 3,Premium High-Value | Premium Relationship Customer | Very High Value | Digitally Active | Very High Transactional | Stable Spender | Deep Relationship | Moderate Cross-Sell Opportunity | Moderate Risk | Ready
C000177,0,Dormant / Declining,Dormant Reactivation Target,0.2821666666666667,Low,0.125,Low Transactional,0.3004,Moderate Digital,Moderate Engagement,Dormant,Shallow Relationship,Stable Spender,0.6166666666666667,Highly Responsive,0.4095216666666667,Low Cross-Sell Opportunity,0.8213333333333334,Critical Risk,0.44443749999999993,Ready,0.417490875,Priority 3,Dormant / Declining | Dormant Reactivation Target | Low Value | Moderate Digital | Low Transactional | Stable Spender | Shallow Relationship | Low Cross-Sell Opportunity | Critical Risk | Ready
C000178,1,Core Active,Core Relationship Customer,0.5045833333333333,Medium,0.4429166666666667,Moderate Transactional,0.3984,Moderate Digital,Moderate Engagement,Active,Shallow Relationship,Growing Spender,0.11666666666666665,Unresponsive,0.5544966666666666,Moderate Cross-Sell Opportunity,0.4837916666666667,Moderate Risk,0.47464999999999996,Ready,0.43565316666666665,Priority 3,Core Active | Core Relationship Customer | Medium Value | Moderate Digital | Moderate Transactional | Growing Spender | Shallow Relationship | Moderate Cross-Sell Opportunity | Moderate Risk | Ready
C000179,1,Core Active,Core High-Activity Customer,0.64375,High,0.7670833333333333,Very High Transactional,0.4214,Moderate Digital,High Engagement,Recently Active,Developing Relationship,Stable Spender,0.09999999999999999,Unresponsive,0.5897300000000001,Moderate Cross-Sell Opportunity,0.3407083333333334,Low Risk,0.35034999999999994,Needs Nurturing,0.44699816666666664,Priority 3,Core Active | Core High-Activity Customer | High Value | Moderate Digital | Very High Transactional | Stable Spender | Developing Relationship | Moderate Cross-Sell Opportunity | Low Risk | Needs Nurturing
C000180,1,Core Active,Core Digital Customer,0.39733333333333337,Medium,0.38458333333333333,Moderate Transactional,0.77,Highly Digital,High Engagement,Recently Active,Shallow Relationship,Stable Spender,0.35,Responsive,0.6670416666666668,Moderate Cross-Sell Opportunity,0.27870833333333334,Low Risk,0.16123333333333334,Low Readiness,0.44215000000000004,Priority 3,Core Active | Core Digital Customer | Medium Value | Highly Digital | Moderate Transactional | Stable Spender | Shallow Relationship | Moderate Cross-Sell Opportunity | Low Risk | Low Readiness
C000181,1,Core Active,Core Relationship Customer,0.6303333333333333,High,0.6208333333333333,High Transactional,0.3506,Moderate Digital,Moderate Engagement,Active,Established Relationship,Stable Spender,0.2333333333333333,Low Response,0.417395,Low Cross-Sell Opportunity,0.62075,High Risk,0.27273749999999997,Needs Nurturing,0.3725445416666666,Priority 3,Core Active | Core Relationship Customer | High Value | Moderate Digital | High Transactional | Stable Spender | Established Relationship | Low Cross-Sell Opportunity | High Risk | Needs Nurturing
C000182,1,Core Active,Core Digital Customer,0.10466666666666666,Low,0.21375,Low Transactional,0.752,Highly Digital,High Engagement,Recently Active,Shallow Relationship,Stable Spender,0.2333333333333333,Low Response,0.5812416666666667,Moderate Cross-Sell Opportunity,0.43029166666666663,Moderate Risk,0.23811666666666664,Needs Nurturing,0.35323916666666666,Priority 3,Core Active | Core Digital Customer | Low Value | Highly Digital | Low Transactional | Stable Spender | Shallow Relationship | Moderate Cross-Sell Opportunity | Moderate Risk | Needs Nurturing
C000183,2,At Risk,At-Risk Declining Customer,0.41983333333333334,Medium,0.09791666666666667,Low Transactional,0.395,Moderate Digital,Moderate Engagement,Dormant,Shallow Relationship,Declining Spender,0.37,Responsive,0.487475,Moderate Cross-Sell Opportunity,0.9252083333333334,Critical Risk,0.31403749999999997,Needs Nurturing,0.36920604166666665,Priority 3,At Risk | At-Risk Declining Customer | Medium Value | Moderate Digital | Low Transactional | Declining Spender | Shallow Relationship | Moderate Cross-Sell Opportunity | Critical Risk | Needs Nurturing
C000184,1,Core Active,Core Relationship Customer,0.50175,Medium,0.6191666666666668,High Transactional,0.5414,Digitally Active,High Engagement,Active,Established Relationship,Stable Spender,0.29,Low Response,0.45486333333333334,Moderate Cross-Sell Opportunity,0.31150000000000005,Low Risk,0.5319666666666667,Ready,0.47156316666666664,Priority 3,Core Active | Core Relationship Customer | Medium Value | Digitally Active | High Transactional | Stable Spender | Established Relationship | Moderate Cross-Sell Opportunity | Low Risk | Ready
C000185,1,Core Active,Core Digital Customer,0.43758333333333327,Medium,0.5529166666666666,High Transactional,0.7358,Highly Digital,Very High Engagement,Recently Active,Shallow Relationship,Stable Spender,0.6208333333333333,Highly Responsive,0.66971,Moderate Cross-Sell Opportunity,0.42537499999999995,Moderate Risk,0.21455,Needs Nurturing,0.5018171666666666,Priority 2,Core Active | Core Digital Customer | Medium Value | Highly Digital | High Transactional | Stable Spender | Shallow Relationship | Moderate Cross-Sell Opportunity | Moderate Risk | Needs Nurturing
C000186,1,Core Active,Core Relationship Customer,0.3245,Low,0.34666666666666673,Moderate Transactional,0.6843999999999999,Digitally Active,High Engagement,Active,Developing Relationship,Stable Spender,0.5499999999999999,Responsive,0.5109383333333334,Moderate Cross-Sell Opportunity,0.6251666666666666,High Risk,0.284725,Needs Nurturing,0.42062108333333337,Priority 3,Core Active | Core Relationship Customer | Low Value | Digitally Active | Moderate Transactional | Stable Spender | Developing Relationship | Moderate Cross-Sell Opportunity | High Risk | Needs Nurturing
C000187,2,At Risk,At-Risk Engagement Customer,0.19158333333333333,Low,0.15541666666666668,Low Transactional,0.2536,Moderate Digital,Moderate Engagement,At Risk,Developing Relationship,Stable Spender,0.41666666666666663,Responsive,0.31342,Low Cross-Sell Opportunity,0.9215416666666667,Critical Risk,0.0924,Low Readiness,0.23704266666666665,Priority 4,At Risk | At-Risk Engagement Customer | Low Value | Moderate Digital | Low Transactional | Stable Spender | Developing Relationship | Low Cross-Sell Opportunity | Critical Risk | Low Readiness
C000188,0,Dormant / Declining,Dormant Reactivation Target,0.13316666666666666,Low,0.13083333333333333,Low Transactional,0.1866,Low Digital,Moderate Engagement,Dormant,Shallow Relationship,Declining Spender,0.0,Unresponsive,0.33651166666666665,Low Cross-Sell Opportunity,0.965,Critical Risk,0.10272499999999998,Low Readiness,0.15010975,Priority 4,Dormant / Declining | Dormant Reactivation Target | Low Value | Low Digital | Low Transactional | Declining Spender | Shallow Relationship | Low Cross-Sell Opportunity | Critical Risk | Low Readiness
C000189,3,Premium High-Value,Premium Relationship Customer,0.8037500000000001,Very High,0.7095833333333335,High Transactional,0.6706000000000001,Digitally Active,High Engagement,Recently Active,Developing Relationship,Stable Spender,0.5049999999999999,Responsive,0.6785866666666667,Moderate Cross-Sell Opportunity,0.43962500000000004,Moderate Risk,0.25529,Needs Nurturing,0.5449984999999999,Priority 2,Premium High-Value | Premium Relationship Customer | Very High Value | Digitally Active | High Transactional | Stable Spender | Developing Relationship | Moderate Cross-Sell Opportunity | Moderate Risk | Needs Nurturing
C000190,0,Dormant / Declining,Dormant Reactivation Target,0.33641666666666664,Low,0.20875,Low Transactional,0.393,Moderate Digital,Moderate Engagement,Dormant,Shallow Relationship,Stable Spender,0.29,Low Response,0.44461666666666666,Low Cross-Sell Opportunity,0.9582083333333333,Critical Risk,0.19207999999999997,Low Readiness,0.2940466666666666,Priority 4,Dormant / Declining | Dormant Reactivation Target | Low Value | Moderate Digital | Low Transactional | Stable Spender | Shallow Relationship | Low Cross-Sell Opportunity | Critical Risk | Low Readiness
C000191,3,Premium High-Value,Premium Relationship Customer,0.8576666666666666,Very High,0.9183333333333333,Very High Transactional,0.6908,Digitally Active,High Engagement,Recently Active,Deep Relationship,Growing Spender,0.7333333333333333,Highly Responsive,0.5597349999999999,Moderate Cross-Sell Opportunity,0.22366666666666668,Low Risk,0.3981833333333333,Needs Nurturing,0.6204163333333332,Priority 2,Premium High-Value | Premium Relationship Customer | Very High Value | Digitally Active | Very High Transactional | Growing Spender | Deep Relationship | Moderate Cross-Sell Opportunity | Low Risk | Needs Nurturing
C000192,1,Core Active,Core Relationship Customer,0.37583333333333335,Medium,0.5733333333333334,High Transactional,0.3934,Moderate Digital,High Engagement,Active,Established Relationship,Stable Spender,0.058333333333333307,Unresponsive,0.37628833333333334,Low Cross-Sell Opportunity,0.5066666666666667,Moderate Risk,0.26039999999999996,Needs Nurturing,0.2953615,Priority 4,Core Active | Core Relationship Customer | Medium Value | Moderate Digital | High Transactional | Stable Spender | Established Relationship | Low Cross-Sell Opportunity | Moderate Risk | Needs Nurturing
C000193,3,Premium High-Value,Premium Digital Customer,0.7231666666666667,High,0.7987500000000001,Very High Transactional,0.7325999999999999,Highly Digital,High Engagement,Active,Deep Relationship,Stable Spender,0.53,Responsive,0.542945,Moderate Cross-Sell Opportunity,0.22379166666666672,Low Risk,0.619,Ready,0.6097293333333333,Priority 2,Premium High-Value | Premium Digital Customer | High Value | Highly Digital | Very High Transactional | Stable Spender | Deep Relationship | Moderate Cross-Sell Opportunity | Low Risk | Ready
C000194,1,Core Active,Core Digital Customer,0.2554166666666667,Low,0.34541666666666665,Moderate Transactional,0.8162,Highly Digital,Very High Engagement,Recently Active,Established Relationship,Stable Spender,0.6499999999999999,Highly Responsive,0.5071566666666667,Moderate Cross-Sell Opportunity,0.24054166666666668,Low Risk,0.154,Low Readiness,0.4349053333333333,Priority 3,Core Active | Core Digital Customer | Low Value | Highly Digital | Moderate Transactional | Stable Spender | Established Relationship | Moderate Cross-Sell Opportunity | Low Risk | Low Readiness
C000195,2,At Risk,At-Risk Engagement Customer,0.4385,Medium,0.1433333333333333,Low Transactional,0.36339999999999995,Moderate Digital,Low Engagement,Dormant,Developing Relationship,Stable Spender,0.43999999999999995,Responsive,0.39175499999999996,Low Cross-Sell Opportunity,0.9330833333333334,Critical Risk,0.25549999999999995,Needs Nurturing,0.34186816666666664,Priority 3,At Risk | At-Risk Engagement Customer | Medium Value | Moderate Digital | Low Transactional | Stable Spender | Developing Relationship | Low Cross-Sell Opportunity | Critical Risk | Needs Nurturing
C000196,1,Core Active,Core Digital Customer,0.5073333333333334,Medium,0.51,High Transactional,0.7498,Highly Digital,Very High Engagement,Recently Active,Developing Relationship,Stable Spender,0.6499999999999999,Highly Responsive,0.6466850000000001,Moderate Cross-Sell Opportunity,0.27858333333333335,Low Risk,0.48341,Ready,0.5930996666666667,Priority 2,Core Active | Core Digital Customer | Medium Value | Highly Digital | High Transactional | Stable Spender | Developing Relationship | Moderate Cross-Sell Opportunity | Low Risk | Ready
C000197,1,Core Active,Core Relationship Customer,0.5335833333333333,Medium,0.5429166666666666,High Transactional,0.5052,Digitally Active,Moderate Engagement,Active,Developing Relationship,Stable Spender,0.37,Responsive,0.51034,Moderate Cross-Sell Opportunity,0.6567916666666668,High Risk,0.047775,Low Readiness,0.3534040833333333,Priority 3,Core Active | Core Relationship Customer | Medium Value | Digitally Active | High Transactional | Stable Spender | Developing Relationship | Moderate Cross-Sell Opportunity | High Risk | Low Readiness
C000198,1,Core Active,Core Digital Customer,0.38195833333333334,Medium,0.5045833333333334,High Transactional,0.8316,Highly Digital,Very High Engagement,Active,Established Relationship,Stable Spender,0.5666666666666667,Responsive,0.49681583333333335,Moderate Cross-Sell Opportunity,0.36562500000000003,Moderate Risk,0.22813,Needs Nurturing,0.4401418333333333,Priority 3,Core Active | Core Digital Customer | Medium Value | Highly Digital | High Transactional | Stable Spender | Established Relationship | Moderate Cross-Sell Opportunity | Moderate Risk | Needs Nurturing
